geneID,gene_symbol,GSM6290462,GSM6290463,GSM6290464,GSM6290466,GSM6290467,GSM6290468
ENSG00000175073,VCPIP1,3078,2694,2923,2734,2702,3058
ENSG00000175077,RTP1,0,0,0,0,0,0
ENSG00000175084,DES,92,10,13,6,6,1
ENSG00000175087,PDIK1L,386,356,420,131,112,169
ENSG00000175093,SPSB4,12,5,13,4,2,7
ENSG00000175097,RAG2,0,1,0,0,0,0
ENSG00000175104,TRAF6,717,564,648,3919,4932,4137
ENSG00000175105,ZNF654,785,657,691,1759,1733,1642
ENSG00000175106,TVP23C,98,49,73,126,186,143
ENSG00000175110,MRPS22,1475,1333,1286,1801,2100,2027
ENSG00000175115,PACS1,2110,1362,1429,763,907,849
ENSG00000175121,WFDC5,1,0,0,2,0,0
ENSG00000175130,MARCKSL1,690,659,500,2348,1962,2913
ENSG00000175137,SH3BP5L,2633,2326,2537,531,672,678
ENSG00000175143,OR2T1,0,0,0,0,0,0
ENSG00000175147,TMEM51-AS1,71,25,20,9,16,70
ENSG00000175155,YPEL2,446,307,414,507,702,479
ENSG00000175161,CADM2,23,2,9,9,24,35
ENSG00000175164,ABO,11,9,7,3,13,22
ENSG00000175166,PSMD2,8005,8702,8136,5201,6638,6201
ENSG00000175175,PPM1E,709,373,586,178,276,199
ENSG00000175182,FAM131A,310,274,182,281,227,287
ENSG00000175183,CSRP2,19,10,20,262,326,256
ENSG00000175189,INHBC,11,4,2,7,10,14
ENSG00000175193,PARL,4157,2892,2808,1103,1181,1348
ENSG00000175197,DDIT3,1654,698,974,1207,1135,1202
ENSG00000175198,PCCA,725,772,694,688,816,1075
ENSG00000175202,HIGD2B,1,1,0,0,0,0
ENSG00000175203,DCTN2,2546,2015,2486,1897,2713,2700
ENSG00000175206,NPPA,0,0,0,0,0,0
ENSG00000175213,ZNF408,804,812,766,978,1095,1080
ENSG00000175215,CTDSP2,8511,5467,6952,9118,12418,8773
ENSG00000175216,CKAP5,9344,8863,9959,3933,3976,4521
ENSG00000175220,ARHGAP1,5154,5496,4837,685,865,1368
ENSG00000175221,MED16,1692,1745,1540,875,993,1085
ENSG00000175224,ATG13,5940,4011,4021,3794,5502,4598
ENSG00000175229,GAL3ST3,0,0,0,0,0,0
ENSG00000175262,C1orf127,642,176,187,28,68,37
ENSG00000175264,CHST1,2,0,0,10,3,12
ENSG00000175265,GOLGA8A,14164,9530,7515,8498,8618,9646
ENSG00000175267,VWA3A,11,1,9,4,1,7
ENSG00000175274,TP53I11,1738,1492,1314,3138,2863,3700
ENSG00000175279,CENPS,458,460,453,184,149,239
ENSG00000175283,DOLK,583,591,486,571,536,747
ENSG00000175287,PHYHD1,55,14,15,31,40,35
ENSG00000175294,CATSPER1,741,473,464,335,400,217
ENSG00000175302,ANKRD30BP1,0,0,0,15,8,5
ENSG00000175305,CCNE2,2170,2011,2408,2014,1280,3063
ENSG00000175309,PHYKPL,3825,2001,2178,806,961,1668
ENSG00000175311,ANKS4B,51,24,28,33,41,33
ENSG00000175315,CST6,0,0,0,0,0,0
ENSG00000175318,GRAMD2A,14,3,13,4,2,4
ENSG00000175322,ZNF519,706,769,701,641,840,845
ENSG00000175324,LSM1,1640,1886,1444,1983,2266,1934
ENSG00000175325,PROP1,0,0,0,0,0,0
ENSG00000175329,ISX,0,0,0,0,0,0
ENSG00000175334,BANF1,4684,4788,4214,2886,3558,3124
ENSG00000175336,APOF,2,1,1,3,1,3
ENSG00000175344,CHRNA7,79,63,79,91,103,95
ENSG00000175348,TMEM9B,1551,1483,1168,1020,1170,1458
ENSG00000175352,NRIP3,831,659,643,1736,1722,1937
ENSG00000175354,PTPN2,1623,1693,1449,2161,2794,3041
ENSG00000175356,SCUBE2,13,4,12,93,138,105
ENSG00000175376,EIF1AD,1304,1783,1233,2388,2300,1934
ENSG00000175387,SMAD2,2948,2614,3426,2126,2332,2261
ENSG00000175395,ZNF25,936,719,711,310,315,432
ENSG00000175398,OR10P1,0,0,0,0,0,0
ENSG00000175414,ARL10,100,174,127,44,58,83
ENSG00000175416,CLTB,3317,2977,2405,2046,2215,1591
ENSG00000175426,PCSK1,0,0,0,0,0,0
ENSG00000175445,LPL,589,786,521,2341,2343,6738
ENSG00000175449,RFESD,41,72,51,25,22,20
ENSG00000175455,CCDC14,7981,6763,6221,1719,1681,1613
ENSG00000175463,TBC1D10C,74,67,48,0,17,6
ENSG00000175467,SART1,4200,4476,3547,2891,3288,3135
ENSG00000175470,PPP2R2D,1174,1246,1072,1736,1935,1785
ENSG00000175471,MCTP1,576,398,425,12159,14814,15504
ENSG00000175482,POLD4,2145,2317,1840,1228,1337,1136
ENSG00000175485,OR52W1,0,0,0,0,0,0
ENSG00000175489,LRRC25,152,101,77,11,28,30
ENSG00000175497,DPP10,88,74,144,158,105,126
ENSG00000175505,CLCF1,85,30,29,150,42,271
ENSG00000175509,ACRP1,0,0,0,0,0,0
ENSG00000175513,TSGA10IP,8,5,5,0,0,2
ENSG00000175514,GPR152,0,0,0,0,0,0
ENSG00000175518,UBQLNL,14,11,12,3,2,1
ENSG00000175520,UBQLN3,0,0,0,0,0,0
ENSG00000175535,PNLIP,0,0,0,0,0,0
ENSG00000175536,LIPT2,61,51,42,2,4,4
ENSG00000175538,KCNE3,1664,1503,1732,181,157,322
ENSG00000175544,CABP4,23,14,39,29,59,48
ENSG00000175548,ALG10B,1096,744,825,283,279,647
ENSG00000175550,DRAP1,1424,1461,1524,799,902,804
ENSG00000175556,LONRF3,236,286,224,241,276,517
ENSG00000175564,UCP3,169,175,68,13,25,55
ENSG00000175567,UCP2,8632,7086,7804,2356,2718,2152
ENSG00000175573,C11orf68,1060,670,708,208,259,274
ENSG00000175575,PAAF1,1014,1178,990,283,356,472
ENSG00000175581,MRPL48,950,1029,792,334,458,391
ENSG00000175582,RAB6A,2833,1881,2315,1592,1872,2058
ENSG00000175591,P2RY2,2584,3990,3532,46,69,103
ENSG00000175592,FOSL1,406,362,303,1144,704,966
ENSG00000175595,ERCC4,455,433,498,456,653,784
ENSG00000175600,SUGCT,31,21,17,27,11,26
ENSG00000175602,CCDC85B,585,997,545,25,14,41
ENSG00000175606,TMEM70,1144,1139,893,800,923,1094
ENSG00000175611,LINC00476,137,127,117,125,105,108
ENSG00000175619,OR4B1,0,0,0,0,0,0
ENSG00000175634,RPS6KB2,2270,2356,1828,2842,3270,2447
ENSG00000175643,RMI2,800,662,679,61,70,110
ENSG00000175646,PRM1,0,0,0,0,0,0
ENSG00000175662,TOM1L2,508,320,397,179,297,600
ENSG00000175664,TEX26,0,0,0,0,0,1
ENSG00000175676,GOLGA8DP,62,20,38,5,0,11
ENSG00000175691,ZNF77,295,297,207,110,137,135
ENSG00000175697,GPR156,8,4,10,133,58,129
ENSG00000175699,CCDC197,1,0,0,0,0,0
ENSG00000175701,MTLN,445,450,353,158,207,211
ENSG00000175707,KDF1,0,0,0,0,0,0
ENSG00000175711,B3GNTL1,1721,1271,1155,598,631,876
ENSG00000175718,RBMXL3,0,0,0,0,0,0
ENSG00000175728,LINC02873,1,0,0,2,0,2
ENSG00000175745,NR2F1,185,168,193,222,194,97
ENSG00000175746,C15orf54,0,0,0,0,0,0
ENSG00000175749,EIF3KP1,0,0,0,0,0,0
ENSG00000175756,AURKAIP1,2819,3094,2476,927,1062,974
ENSG00000175764,TTLL11,141,144,126,172,155,189
ENSG00000175766,EIF4E1B,0,0,0,0,0,0
ENSG00000175768,TOMM5,2906,3923,3056,1925,2323,2173
ENSG00000175773,ZBTB44-DT,4,11,5,7,6,4
ENSG00000175779,LINC02694,0,0,0,2,0,1
ENSG00000175782,SLC35E3,800,700,615,335,710,526
ENSG00000175787,ZNF169,525,522,449,167,176,236
ENSG00000175792,RUVBL1,2906,3841,3127,599,768,883
ENSG00000175793,SFN,3,3,2,2,0,1
ENSG00000175800,OR52B3P,0,0,0,0,0,0
ENSG00000175806,MSRA,795,830,812,831,938,1080
ENSG00000175809,CBLL2,0,0,0,0,0,0
ENSG00000175820,CCDC168,89,78,53,31,29,56
ENSG00000175826,CTDNEP1,2816,2523,2226,1474,1696,1568
ENSG00000175832,ETV4,284,226,162,47,69,46
ENSG00000175854,SWI5,185,196,177,191,168,180
ENSG00000175857,GAPT,1011,1251,1191,1032,1008,1178
ENSG00000175866,BAIAP2,950,689,776,1343,1424,2744
ENSG00000175868,CALCB,5,1,0,1,3,6
ENSG00000175874,CREG2,28,19,36,36,41,38
ENSG00000175877,TMEM270,0,0,0,0,0,0
ENSG00000175879,HOXD8,0,0,0,0,0,1
ENSG00000175886,RPL7AP66,1,1,0,0,2,0
ENSG00000175893,ZDHHC21,1504,1032,1079,473,408,870
ENSG00000175894,TSPEAR,11,8,7,0,6,2
ENSG00000175895,PLEKHF2,1059,876,957,9385,9106,13362
ENSG00000175899,A2M,224,114,119,91,148,139
ENSG00000175906,ARL4D,274,188,158,69,65,75
ENSG00000175920,DOK7,6,4,4,1,10,4
ENSG00000175928,LRRN1,2,6,5,5,18,13
ENSG00000175931,UBE2O,2014,1913,1898,480,689,765
ENSG00000175938,ORAI3,1652,1113,1196,249,361,349
ENSG00000175946,KLHL38,3,1,0,67,136,60
ENSG00000175967,LINC02880,0,0,0,0,0,4
ENSG00000175970,UNC119B,1982,1903,1814,1295,1651,1451
ENSG00000175984,DENND2C,132,96,99,229,223,192
ENSG00000175985,PLEKHD1,64,43,37,54,54,84
ENSG00000176009,ASCL3,0,0,0,0,0,0
ENSG00000176014,TUBB6,4730,6304,6416,5912,6686,7889
ENSG00000176018,LYSMD3,976,890,1151,2015,1880,1834
ENSG00000176020,AMIGO3,11,9,8,0,0,0
ENSG00000176022,B3GALT6,1892,1834,1300,510,538,931
ENSG00000176024,ZNF613,364,287,238,380,448,366
ENSG00000176029,C11orf16,0,0,0,0,0,0
ENSG00000176040,TMPRSS7,7,3,3,1,6,6
ENSG00000176046,NUPR1,1788,189,473,142,141,125
ENSG00000176049,JAKMIP2,37,17,22,53,47,64
ENSG00000176054,RPL23P2,17,10,9,1,1,6
ENSG00000176055,MBLAC2,437,466,355,14,15,50
ENSG00000176058,TPRN,1422,1660,1244,412,446,492
ENSG00000176076,KCNE5,17,12,12,11,10,15
ENSG00000176083,ZNF683,1,0,0,0,0,1
ENSG00000176087,SLC35A4,3184,3094,3708,2502,3178,3647
ENSG00000176092,CRYBG2,7,1,0,0,0,7
ENSG00000176095,IP6K1,3426,3321,2830,5847,7476,6263
ENSG00000176101,SSNA1,2452,2445,2303,792,834,954
ENSG00000176102,CSTF3,3211,2741,3044,1761,2038,2419
ENSG00000176105,YES1,1852,1406,1699,3845,3638,3277
ENSG00000176108,CHMP6,944,918,901,674,810,880
ENSG00000176124,DLEU1,178,215,164,224,105,227
ENSG00000176125,UFSP1,13,17,6,21,38,41
ENSG00000176136,MC5R,0,0,0,2,5,0
ENSG00000176142,TMEM39A,1163,780,1167,3036,2920,4043
ENSG00000176148,TCP11L1,357,154,230,155,247,221
ENSG00000176153,GPX2,7,8,7,3,2,2
ENSG00000176155,CCDC57,3159,1734,1727,4367,4752,7801
ENSG00000176160,HSF5,0,0,1,0,2,2
ENSG00000176165,FOXG1,2,0,0,1,0,1
ENSG00000176170,SPHK1,166,104,82,1306,796,1024
ENSG00000176171,BNIP3,1122,1322,1190,467,448,474
ENSG00000176177,ENTHD1,0,0,0,1,1,3
ENSG00000176182,MYPOP,449,590,409,303,350,410
ENSG00000176194,CIDEA,0,0,0,0,0,0
ENSG00000176198,OR11H4,0,0,0,0,0,0
ENSG00000176200,OR4D11,0,0,0,0,0,0
ENSG00000176204,LRRTM4,21,20,9,9,17,11
ENSG00000176208,ATAD5,2187,1573,2002,842,842,1211
ENSG00000176209,SMIM19,1569,964,986,606,760,828
ENSG00000176219,OR11H6,0,0,0,0,0,0
ENSG00000176222,ZNF404,18,17,34,10,8,0
ENSG00000176225,RTTN,1708,1090,1315,498,594,853
ENSG00000176230,OR4K17,0,0,0,0,0,0
ENSG00000176231,OR10H4,0,0,0,0,0,0
ENSG00000176236,RPP38-DT,5,7,16,11,10,10
ENSG00000176239,OR51B6,0,0,0,0,0,0
ENSG00000176244,ACBD7,93,46,57,62,70,89
ENSG00000176246,OR4L1,0,0,0,0,0,0
ENSG00000176248,ANAPC2,4756,4550,3449,3926,4998,4498
ENSG00000176253,OR4K13,0,0,0,0,0,0
ENSG00000176256,HMGB4,0,0,0,0,0,0
ENSG00000176261,ZBTB8OS,751,677,718,585,671,497
ENSG00000176269,OR4F21,0,0,1,1,4,0
ENSG00000176273,SLC35G1,349,335,370,3746,2337,3878
ENSG00000176281,OR4K5,0,0,0,0,0,0
ENSG00000176290,OR4K3,0,0,0,0,0,0
ENSG00000176293,ZNF135,13,15,9,11,25,28
ENSG00000176294,OR4N2,0,0,0,0,0,0
ENSG00000176299,OR4M1,0,0,0,0,0,0
ENSG00000176312,OR4H12P,0,0,0,0,0,0
ENSG00000176318,FOXN3P1,0,0,0,0,0,0
ENSG00000176340,COX8A,6896,6348,5796,3581,3679,3726
ENSG00000176358,TAC4,14,15,4,30,35,24
ENSG00000176371,ZSCAN2,519,329,384,428,287,336
ENSG00000176381,PRR18,60,35,40,68,119,68
ENSG00000176383,B3GNT4,5,2,8,39,42,14
ENSG00000176386,CDC26,734,872,788,818,1051,924
ENSG00000176387,HSD11B2,7,25,10,3,3,1
ENSG00000176390,CRLF3,435,253,352,416,436,501
ENSG00000176393,RNPEP,4563,4049,4035,988,1210,1094
ENSG00000176396,EID2,332,334,277,158,214,196
ENSG00000176399,DMRTA1,3,5,6,8,5,5
ENSG00000176401,EID2B,115,92,90,23,19,34
ENSG00000176402,GJC3,0,0,0,0,0,0
ENSG00000176406,RIMS2,190,187,90,510,425,698
ENSG00000176407,KCMF1,1772,1771,1347,2625,2725,2505
ENSG00000176410,DNAJC30,390,352,255,160,220,179
ENSG00000176422,SPRYD4,698,559,532,219,300,354
ENSG00000176428,VPS37D,19,7,7,0,3,0
ENSG00000176435,CLEC14A,0,0,0,0,0,0
ENSG00000176438,SYNE3,5349,3208,3563,2048,2257,3009
ENSG00000176454,LPCAT4,1271,1513,1131,107,145,122
ENSG00000176463,SLCO3A1,893,770,885,2609,2871,5012
ENSG00000176472,ZNF575,99,109,59,5,13,16
ENSG00000176473,WDR25,238,181,148,42,75,108
ENSG00000176476,SGF29,692,526,419,133,146,231
ENSG00000176485,PLAAT3,39,25,41,20,0,29
ENSG00000176490,DIRAS1,1093,1060,797,91,152,176
ENSG00000176495,OR5AN1,0,0,0,0,0,0
ENSG00000176510,OR10AC1,0,0,0,1,0,1
ENSG00000176531,PHLDB3,252,197,172,172,183,182
ENSG00000176532,PRR15,8,8,1,0,0,0
ENSG00000176533,GNG7,848,602,585,194,275,317
ENSG00000176540,OR4C5,0,0,0,0,0,0
ENSG00000176542,USF3,1861,1487,1409,1845,1761,1885
ENSG00000176547,OR4C3,0,0,0,0,0,0
ENSG00000176555,OR4S1,0,0,0,0,0,0
ENSG00000176563,CNTD1,3,2,10,0,8,0
ENSG00000176566,DCAF4L2,0,0,0,0,0,1
ENSG00000176567,OR4X1,0,0,0,0,0,0
ENSG00000176571,CNBD1,0,0,0,0,0,0
ENSG00000176584,DMBT1L1,23,17,10,7,20,13
ENSG00000176593,LOC100128398,740,297,331,111,144,186
ENSG00000176595,KBTBD11,7852,4815,5284,214,274,400
ENSG00000176597,B3GNT5,981,914,866,3382,3051,3781
ENSG00000176601,MAP3K19,0,0,2,0,0,0
ENSG00000176605,C14orf177,0,0,2,0,0,2
ENSG00000176619,LMNB2,8350,10197,9483,5621,6168,5367
ENSG00000176623,RMDN1,2072,1643,1757,518,674,770
ENSG00000176624,MEX3C,945,816,799,1414,1330,1182
ENSG00000176635,HORMAD2,21,4,5,4,1,5
ENSG00000176641,RNF152,32,5,31,24,33,20
ENSG00000176658,MYO1D,14,3,9,14,8,6
ENSG00000176659,C20orf197,141,184,96,10,9,19
ENSG00000176678,FOXL1,0,0,5,0,0,0
ENSG00000176679,TGIF2LY,0,0,0,0,0,0
ENSG00000176681,LRRC37A,127,86,98,116,168,137
ENSG00000176692,FOXC2,0,0,0,0,2,3
ENSG00000176695,OR4F17,0,0,0,0,0,0
ENSG00000176697,BDNF,8,7,2,42,26,41
ENSG00000176714,CCDC121,204,209,241,29,34,60
ENSG00000176715,ACSF3,2526,1875,1877,717,1332,1281
ENSG00000176720,BOK,163,117,113,66,75,75
ENSG00000176723,ZNF843,115,87,48,45,58,81
ENSG00000176728,TTTY14,201,132,143,66,89,46
ENSG00000176731,RBIS,2328,1918,1719,1138,1218,1121
ENSG00000176732,PFN4,11,11,13,0,4,6
ENSG00000176742,OR51V1,0,0,0,0,0,0
ENSG00000176746,MAGEB6,0,0,0,0,0,0
ENSG00000176748,OR52Z1,0,0,0,0,0,0
ENSG00000176749,CDK5R1,556,555,485,99,69,79
ENSG00000176753,C15orf56,4,0,3,0,0,0
ENSG00000176754,LINC00303,0,0,0,0,0,1
ENSG00000176769,TCERG1L,2,1,5,6,11,11
ENSG00000176771,NCKAP5,1,2,0,0,4,3
ENSG00000176774,MAGEB18,0,0,0,0,0,0
ENSG00000176783,RUFY1,3464,3055,3161,6012,6623,7728
ENSG00000176787,OR52E2,0,0,0,0,0,0
ENSG00000176788,BASP1,2502,2980,2239,6402,5088,6520
ENSG00000176798,OR51L1,0,0,0,0,0,0
ENSG00000176809,LRRC37A3,483,327,291,132,264,232
ENSG00000176826,FKBP9P1,72,47,21,23,35,28
ENSG00000176834,VSIG10,1697,1588,1321,186,296,199
ENSG00000176840,MIR7-3HG,0,1,1,19,5,6
ENSG00000176842,IRX5,1382,1006,990,353,439,375
ENSG00000176845,METRNL,276,71,137,289,254,427
ENSG00000176853,FAM91A1,2994,2894,3193,5059,5613,6057
ENSG00000176855,KRT18P28,0,0,0,0,0,0
ENSG00000176871,WSB2,2121,1898,1981,881,886,1045
ENSG00000176884,GRIN1,0,2,2,29,72,64
ENSG00000176887,SOX11,3,0,0,2,0,3
ENSG00000176890,TYMS,9203,9396,10692,1562,1157,1780
ENSG00000176893,OR51G2,0,0,0,0,0,0
ENSG00000176894,PXMP2,1024,1042,1069,269,289,237
ENSG00000176895,OR51A7,0,0,0,0,0,0
ENSG00000176896,TCEANC,185,176,161,164,158,190
ENSG00000176900,OR51T1,0,0,0,0,0,0
ENSG00000176903,PNMA1,1183,1146,1048,683,696,680
ENSG00000176904,OR51H1,0,0,0,0,0,0
ENSG00000176907,TCIM,0,0,0,29,29,99
ENSG00000176909,MAMSTR,19,23,8,0,0,1
ENSG00000176912,TYMSOS,38,30,44,6,5,6
ENSG00000176915,ANKLE2,5532,4506,4147,25727,25951,27949
ENSG00000176919,C8G,70,37,36,14,43,32
ENSG00000176920,FUT2,46,69,32,38,55,32
ENSG00000176922,OR51S1,0,0,0,0,0,0
ENSG00000176925,OR51F2,0,0,0,0,0,0
ENSG00000176927,EFCAB5,65,59,30,77,82,101
ENSG00000176928,GCNT4,8,7,3,620,500,931
ENSG00000176945,MUC20,0,11,0,1,0,0
ENSG00000176946,THAP4,1480,1486,1124,474,370,466
ENSG00000176951,OR51N1P,0,0,0,0,0,0
ENSG00000176953,NFATC2IP,5125,4874,4047,2199,2271,2589
ENSG00000176956,LY6H,0,0,0,0,0,0
ENSG00000176971,FIBIN,0,0,0,0,0,0
ENSG00000176973,FAM89B,789,535,419,218,195,282
ENSG00000176974,SHMT1,992,847,966,49,59,97
ENSG00000176978,DPP7,14687,14833,10940,6390,7840,8185
ENSG00000176979,TRIM60,0,0,0,0,0,0
ENSG00000176984,LOC107984399,4,4,3,3,4,3
ENSG00000176986,SEC24C,11030,8935,8606,6408,7878,9911
ENSG00000176988,FMR1NB,2,2,1,0,0,5
ENSG00000176994,SMCR8,2440,2183,2293,2078,2624,2992
ENSG00000177000,MTHFR,2602,1658,1899,1088,1269,1668
ENSG00000177025,C19orf18,20,12,15,4,12,8
ENSG00000177030,DEAF1,1926,1462,1074,615,836,767
ENSG00000177034,MTX3,1657,1900,1609,899,932,1275
ENSG00000177042,TMEM80,1364,667,822,108,131,194
ENSG00000177045,SIX5,760,548,544,5241,6128,5722
ENSG00000177047,IFNW1,0,0,0,0,0,1
ENSG00000177051,FBXO46,1324,1224,956,825,946,1046
ENSG00000177054,ZDHHC13,1086,904,854,590,813,963
ENSG00000177058,SLC38A9,957,781,779,615,633,883
ENSG00000177076,ACER2,127,161,113,50,54,58
ENSG00000177082,WDR73,2311,2397,2051,1982,1933,2343
ENSG00000177084,POLE,13249,10255,9582,4536,4530,4516
ENSG00000177096,PHETA2,9,4,2,0,0,2
ENSG00000177098,SCN4B,14,12,10,9,11,14
ENSG00000177103,DSCAML1,0,0,0,1,0,0
ENSG00000177105,RHOG,4182,4106,3343,9332,8433,10039
ENSG00000177106,EPS8L2,53,63,14,21,54,33
ENSG00000177108,ZDHHC22,0,2,3,0,0,0
ENSG00000177112,IRAG1-AS1,1,0,0,1,2,2
ENSG00000177119,ANO6,8547,7214,8489,11149,11660,12239
ENSG00000177125,ZBTB34,2010,1519,1635,1422,1459,1286
ENSG00000177133,PRDM16-DT,0,0,0,0,0,0
ENSG00000177138,FAM9B,23,23,9,6,20,9
ENSG00000177143,CETN1,0,0,0,0,0,0
ENSG00000177144,NUDT4B,312,266,335,374,519,438
ENSG00000177150,FAM210A,636,694,636,282,291,378
ENSG00000177151,OR2T35,0,0,0,0,0,0
ENSG00000177156,TALDO1,10480,10832,9315,2602,3017,4395
ENSG00000177169,ULK1,2198,1341,1430,1216,1882,1426
ENSG00000177174,OR14C36,0,0,0,0,0,0
ENSG00000177181,RIMKLA,346,347,351,23,24,27
ENSG00000177182,CLVS1,45,18,13,25,16,11
ENSG00000177186,OR2M7,0,0,0,0,0,0
ENSG00000177189,RPS6KA3,2142,1437,1998,10248,9553,10752
ENSG00000177191,B3GNT8,561,414,309,15,18,29
ENSG00000177192,PUS1,3571,2793,2309,1099,1220,1460
ENSG00000177200,CHD9,2591,1899,2692,2514,3233,2678
ENSG00000177201,OR2T12,1,0,0,0,0,0
ENSG00000177202,SPACA4,0,0,0,2,0,0
ENSG00000177212,OR2T33,1,1,0,0,2,0
ENSG00000177225,GATD1,5396,5059,4012,667,1103,1182
ENSG00000177234,LINC01561,0,0,0,0,0,0
ENSG00000177238,TRIM72,225,210,154,129,160,217
ENSG00000177239,MAN1B1,4930,3239,3380,752,903,992
ENSG00000177243,DEFB103B,0,0,0,0,0,0
ENSG00000177257,DEFB4A,0,0,0,0,0,0
ENSG00000177272,KCNA3,178,190,236,381,434,809
ENSG00000177275,OR2AJ1,0,0,0,0,0,0
ENSG00000177283,FZD8,49,42,26,39,35,30
ENSG00000177291,GJD4,2,0,2,0,1,4
ENSG00000177294,FBXO39,76,27,17,193,131,340
ENSG00000177300,CLDN22,0,0,0,0,0,0
ENSG00000177301,KCNA2,3,0,6,2,2,6
ENSG00000177302,TOP3A,1282,1062,1054,455,693,836
ENSG00000177303,CASKIN2,686,750,838,384,498,561
ENSG00000177306,OR7E125P,7,1,2,0,0,0
ENSG00000177311,ZBTB38,799,589,789,682,898,1476
ENSG00000177324,BEND2,26,23,13,9,10,19
ENSG00000177335,C8orf31,44,0,2,0,11,18
ENSG00000177340,FLJ13224,6,3,5,185,243,150
ENSG00000177350,RPL13AP3,2,1,0,0,0,0
ENSG00000177352,CCDC71,1264,1190,1173,555,641,782
ENSG00000177354,C10orf71,0,0,0,1,1,1
ENSG00000177359,OVOS2,8,17,0,0,0,0
ENSG00000177363,LRRN4CL,30,19,20,6,22,16
ENSG00000177369,FLJ40194,31,31,30,49,52,49
ENSG00000177374,HIC1,5,11,3,47,46,127
ENSG00000177380,PPFIA3,1287,1411,900,118,177,298
ENSG00000177383,MAGEF1,739,454,448,35,37,77
ENSG00000177398,UMODL1,2,0,0,3,12,3
ENSG00000177400,OR7E8P,2,1,0,0,0,0
ENSG00000177406,NINJ2-AS1,354,175,198,70,51,95
ENSG00000177409,SAMD9L,3316,1662,1720,9427,6144,13512
ENSG00000177410,ZFAS1,5143,3132,2895,6321,7704,6660
ENSG00000177414,UBE2U,0,0,0,0,0,0
ENSG00000177425,PAWR,245,208,188,70,222,126
ENSG00000177426,TGIF1,737,589,518,209,341,454
ENSG00000177427,MIEF2,384,302,304,16,44,47
ENSG00000177432,NAP1L5,217,252,230,171,178,193
ENSG00000177452,RPL19P3,0,0,0,0,0,0
ENSG00000177453,NIM1K,67,29,71,107,141,141
ENSG00000177455,CD19,77,29,42,3,7,12
ENSG00000177459,ERICH5,62,39,37,1,0,1
ENSG00000177462,OR2T8,0,3,2,0,0,1
ENSG00000177463,NR2C2,2737,1936,2805,3325,4446,4183
ENSG00000177464,GPR4,11,2,6,8,8,4
ENSG00000177465,ACOT4,559,460,409,37,49,40
ENSG00000177468,OLIG3,0,0,0,0,0,0
ENSG00000177469,CAVIN1,15,6,13,6,13,18
ENSG00000177476,OR2G3,0,0,0,0,0,0
ENSG00000177479,ARIH2,3317,2970,2433,4991,5496,5965
ENSG00000177483,RBM44,13,22,7,9,3,10
ENSG00000177485,ZBTB33,4489,3896,4234,2716,2669,3536
ENSG00000177489,OR2G2,0,0,0,0,0,0
ENSG00000177494,ZBED2,2,0,0,0,0,0
ENSG00000177504,VCX2,0,0,0,0,0,0
ENSG00000177508,IRX3,7846,5117,4664,502,549,242
ENSG00000177511,ST8SIA3,0,0,1,1,2,0
ENSG00000177519,RPRM,0,0,0,1,2,0
ENSG00000177535,OR2B11,0,0,0,0,0,0
ENSG00000177542,SLC25A22,1769,2148,1578,241,257,224
ENSG00000177548,RABEP2,753,859,616,242,297,353
ENSG00000177551,NHLH2,0,0,0,0,0,9
ENSG00000177553,C1orf167-AS1,15,7,5,5,5,8
ENSG00000177556,ATOX1,1243,1217,1006,679,752,794
ENSG00000177558,FAM187B,0,0,0,0,0,0
ENSG00000177565,TBL1XR1,5543,4483,4306,5012,6912,5088
ENSG00000177570,SAMD12,3,1,2,72,26,23
ENSG00000177575,CD163,28,15,10,32,15,41
ENSG00000177576,C18orf32,594,472,391,230,411,423
ENSG00000177586,OR7E149P,0,0,0,0,0,0
ENSG00000177590,GIMAP3P,0,0,0,0,0,0
ENSG00000177595,PIDD1,3716,3558,3176,856,1162,1171
ENSG00000177596,LOC100288208,5,2,0,1,4,0
ENSG00000177599,ZNF491,88,47,28,14,12,41
ENSG00000177600,RPLP2,33279,29486,24188,17234,19280,19940
ENSG00000177602,HASPIN,575,546,567,198,198,223
ENSG00000177606,JUN,791,470,413,36074,41049,39590
ENSG00000177613,CSTF2T,2208,2085,1979,1351,1559,1771
ENSG00000177614,PGBD5,262,345,301,342,257,348
ENSG00000177627,C12orf54,10,10,4,7,4,1
ENSG00000177628,GBA,4890,4299,4943,2072,2367,2256
ENSG00000177640,CASC2,16,7,3,0,0,0
ENSG00000177646,ACAD9,2974,3024,3013,957,1099,1469
ENSG00000177663,IL17RA,11771,8878,7850,1723,1931,3449
ENSG00000177666,PNPLA2,4786,3735,3521,3725,4119,3229
ENSG00000177669,MBOAT4,0,0,0,0,0,0
ENSG00000177673,TEX44,1,0,0,0,0,0
ENSG00000177674,AGTRAP,1365,1668,1349,1123,1535,1395
ENSG00000177675,CD163L1,246,252,182,265,276,313
ENSG00000177679,SRRM3,95,36,50,13,22,22
ENSG00000177683,THAP5,883,788,831,397,554,685
ENSG00000177684,DEFB114,0,0,0,0,0,0
ENSG00000177685,CRACR2B,1065,424,512,118,169,173
ENSG00000177688,SUMO4,1,0,3,26,17,24
ENSG00000177689,MAGEB10,7,5,3,4,6,13
ENSG00000177693,OR4F4,0,0,0,0,0,0
ENSG00000177694,NAALADL2,44,50,47,75,47,79
ENSG00000177697,CD151,4172,3948,3327,3504,3698,3928
