GeneID	rank
RND3	111.3697059
ARL5B	111.0421853
ACVR2A	110.5813927
USP53	109.8901429
CLIP2	109.4012715
ACHE	109.107316
MTF1	109.0847472
TGFBR3	108.733403
LIF	108.6502376
PPP1R15A	108.6420713
None	107.7715235
HCAR3	107.0046665
GPR84	106.9692914
IL32	106.3473271
NCOA7	106.0409952
PIM1	105.9092839
TRAF3	105.6771226
GRAMD2B	105.4221679
UXS1	105.1491187
DAPP1	105.0352038
ZNFX1	104.8389655
C1QTNF1	104.8024642
MAP3K5	104.105707
TOM1	103.1470765
NFAT5	102.8170066
GBP5	101.3240455
STAT5A	101.3222889
None	101.3153433
SLC31A2	98.81641276
BIRC3	98.80007102
CXCL10	98.42481875
RELB	98.2969363
MARCKS	97.99526519
PDE4B	97.57768419
CYP7B1	97.22598938
PDSS1	97.17305778
STX11	97.04161113
SLC41A2	96.92333655
DNAJA4	96.53358967
ACSL1	95.63354383
SIX5	95.5223585
PPIF	95.28836206
SHROOM3	95.10766011
STARD4	94.11438637
REL	93.9233411
PSTPIP2	93.84074788
None	93.51706359
PLEKHF2	93.36073824
ADAD2	93.01028276
DENND5A	90.70018877
MINDY3	90.58557615
BTG1	89.97361566
None	88.58666849
NOTCH2NLA	88.46496786
BMT2	88.25779052
CYLD	87.70554524
TRIP10	87.65872731
FAM186B	87.30538194
UPB1	87.19134615
GADD45B	87.14133883
HIPK2	87.13314249
MMP1	86.8428477
TAB2	86.49389119
KCNJ2	86.4350001
ZBTB43	86.25672813
DEDD2	85.68506843
ATP2C1	85.59735748
BTG3	85.38754283
CNKSR3	85.35274476
MTSS1	83.950619
FEZ1	82.89671219
SMG1P1	82.86684278
RIPK2-DT	82.68995805
CT75	82.59301015
DUSP1	81.40907846
SPRED2	81.31555444
NFKBID	81.29372375
BCL6	81.19647204
INTS6	80.9767109
DUSP8	80.8994049
PLEK	80.72892908
MSC	80.49715905
PPP1R15B	80.40024105
JUNB	80.30688855
SDCBP	80.20211143
PLK3	79.80924389
BAIAP2L1	79.80230108
IFFO2	78.30599905
ARID4B	78.17794314
RAPGEF2	78.10231676
ARID5B	77.41077942
LYRM4	77.30834627
None	77.26440593
TRAF1	76.79315807
EBI3	76.76173366
RRAS2	76.74235145
RAPH1	76.73468569
SAT1	76.64406159
ANXA5	76.06396296
ANKRD26P3	75.90987146
RGS16	75.83820422
ARHGAP24	75.53232028
DMXL2	75.21063165
COL4A2	75.1517511
CSNK1G3	75.09903156
CD55	74.9616704
ZNF267	74.67861193
ANKLE2	74.53138974
SLAMF7	74.42642894
OSGIN2	74.34942934
STAT4	74.23573318
CD58	74.0831338
PEA15	74.03903068
IL1A	73.99291311
ABTB2	73.8480559
DCP1A	73.82728979
BAG3	73.13181107
BRAF	72.81239629
PPTC7	72.74992267
ZFY	72.52467104
RAB21	72.17278571
None	72.08042687
EIF2AK2	72.00458107
DNAJB6	71.93849919
SCN1B	71.79122923
DENND4A	71.76948748
CREBRF	71.38591975
None	71.31466746
AMPD3	70.86893991
NCR3LG1	70.65262463
ADAM17	70.24105118
SNAPC1	70.23179243
ZNF260	70.03703875
MCL1	70.02691905
None	69.87791046
TNIP1	69.76507244
MXD1	69.51009808
TICAM1	69.38975128
SIK3	69.09107776
SNX11	69.01744053
NR4A2	68.6592279
BTG2	68.65747543
PTGS2	68.52255141
CD80	68.46821485
ZSWIM6	67.90875927
HIF1A	67.74815032
SERPINE2	67.70266802
BHLHE40	67.50522858
PPM1K	67.2152228
IL15RA	66.71039983
EFNA1	66.69496953
RASGRP1	66.65430569
AGO3	66.45796312
ZFAND3	66.40016534
PARM1	66.38737498
UBE2E2	66.38255206
TET2	66.01104727
CSRNP1	65.94829099
ZMIZ2	65.92716359
KRTAP5-AS1	65.79218292
RRAD	65.60481632
KCNH8	65.48942189
MAP1LC3B	65.48549167
ABL2	65.37469938
SLC11A2	65.33120798
EHD1	65.28767076
LRP12	65.13114512
HRH1	65.12090301
RFFL	65.05681272
None	65.05126786
PIM2	65.04419098
ZBTB21	64.89404153
TANK	64.73141462
PNPLA8	64.63298327
None	64.56815986
UBE2H	64.5613726
CLUHP3	64.53873895
TNFSF9	64.52435838
TRAF6	64.2587336
NPHS1	63.96819887
MLLT11	63.90929693
BCL2L1	63.62358631
IL18RAP	63.53175369
NBN	63.51102603
CCR7	63.47846425
DOT1L	63.44782333
TMEM217	63.31515665
PSEN1	62.91548535
CSF3	62.64824193
KLF6	62.48099527
IFIH1	62.4772637
MAP2K3	62.25563853
ZP3	62.1981545
SMAD7	62.04143954
ATAD2B	61.92724618
None	61.89177729
RAP1B	61.66151422
TMOD2	61.549012
SQSTM1	61.44417369
PRPF39	61.38582802
B4GALT1	61.32342462
TSC22D2	61.28952451
RNF19B	60.61378566
GPR132	60.59415604
DAAM1	60.49864549
EPC1	60.35513941
None	59.88235504
CCNL1	59.34676436
LITAF	59.29635541
PDE4DIP	59.23567998
GPR137B	59.11152211
XAGE1B	59.00886796
RAB3IP	58.96861202
IRF4	58.67483231
TIAM2	58.6236327
CD70	58.50599425
BACH1	58.48412
None	58.45936793
SLC39A8	58.26003822
IL4R	58.24063883
NIBAN1	57.94137944
None	57.83625682
GCNT4	57.66296999
PTX3	57.61858652
ETV3	57.51395869
RCN1	57.42469621
CHMP4B	57.19375098
NR3C1	57.0324786
HIVEP3	56.81990144
LACTB	56.77380969
HUWE1	56.72872724
AFF4	56.43011445
PTGER2	56.41916002
NBPF14	56.08717848
PHLDA1	55.89192898
DUSP10	55.802353
NFKBIE	55.76329105
P2RX4	55.73721912
ARID5A	55.45742926
RLF	55.38343682
CLK1	55.32498387
None	54.91434516
C11orf96	54.85346927
BRPF3	54.80602315
ZNF140	54.76438144
FZD7	54.59092547
GADD45A	54.54766698
TBC1D9	54.44324459
TFAP2A	54.35660341
UBE2E1	54.1911098
FNDC3B	53.94822405
POU2F2	53.83804292
DCUN1D3	53.83285321
BHLHE41	53.8293817
FRMD7	53.79839066
FTH1	53.78385704
SNN	53.70629695
PGM2L1	53.67041355
SPAG9	53.51376201
None	53.51046159
TUT7	53.36623451
BTN2A1	53.32882376
GTPBP1	53.25192515
ICOSLG	53.17128958
SINHCAF	52.80321674
IL18R1	52.78723174
TTC39A	52.41707229
PDLIM5	52.27643234
FAM53C	52.19617212
ELL2	52.1456193
PPP3CC	51.98367699
FAM83G	51.91605075
PLPP3	51.81977741
OPTN	51.76630688
RSRC2	51.7495841
EP300	51.70639751
POGLUT1	51.70363455
PIK3R5	51.63523236
TPRA1	51.62531781
CD44	51.51368265
PLA2G4C	51.48139947
HIVEP1	51.35189385
CXCL11	51.1116776
None	51.0521477
NXF1	51.04733056
TP53INP2	51.00264349
CDKN2AIP	51.00163277
TNFRSF18	50.9700844
KMO	50.80449011
RGPD2	50.78333694
TNFRSF4	50.61780809
B4GALT5	50.38635813
FBXO42	50.29542438
MET	50.25641338
IL6ST	50.09571488
STK38L	49.99097071
YRDC	49.92664711
None	49.78249359
RGPD1	49.73071875
HTR7	49.64110396
ZNF800	49.6355755
TYW5	49.62293175
AFG2B	49.6103354
MMP19	49.5917337
MYO10	49.57033848
SRC	49.49818382
CGN	49.37669017
ARL8B	49.26590875
ATF3	49.18621348
ZNF341-AS1	49.15791885
CEP85L	49.08478134
CDK17	49.00757467
FOSB	48.96459827
EAF1	48.94856945
MB21D2	48.92299841
UTY	48.71167854
ASAP1	48.47255999
CEP120	48.37175047
FGF2	48.25915267
SESTD1	48.11075343
ENPP4	48.10080507
LYN	48.08386181
RAB5A	48.04754819
SLC9A8	47.78419783
USP15	47.73727195
CFAP46	47.72608509
MAML2	47.71608747
MIR155HG	47.6315381
ELOVL5	47.59000104
ACE	47.51519299
KMT2E	47.43801038
PSD3	47.22934213
SEC24A	47.22698247
ANO5	47.20790647
None	47.1547617
GRINA	47.05966055
ADAMDEC1	47.00926833
KLF10	47.00355113
IFNGR2	46.90667579
ANKRD12	46.77504277
NCOA2	46.65689029
STK26	46.30477338
ARIH1	46.26106356
UBE2Z	46.1107154
HSPA6	46.00630489
HIVEP2	45.99809029
GPD2	45.88134325
DNAJB4	45.85321641
OTUD1	45.7748736
HINT3	45.75039742
SEMA6D	45.68497802
LINC03025	45.58675127
ERO1B	45.56503869
SIRT1	45.52205008
None	45.47624693
FNIP2	45.43174312
SCAF8	45.18820873
PELI1	45.07514494
P4HA2	45.03461571
TIPARP	45.02386424
MYSM1	44.85324571
RPS6KA3	44.85118374
ZSWIM4	44.81005293
RCAN1	44.75968272
PER1	44.71341619
HS3ST3A1	44.67356389
IL12RB2	44.63336436
ITGAV	44.63045284
RNF145	44.62164603
MAN1A1	44.579316
AHR	44.41208187
LINC02541	44.37083404
ZNF326	44.31289061
EMSY	44.02962024
PI4K2B	43.91490548
KDM5A	43.88807501
TRIB1	43.84659877
RAPGEF1	43.80519014
MORC3	43.72321281
PIK3AP1	43.68764777
None	43.66295577
CDC42SE1	43.59059676
PRDM1	43.55323728
ECE1	43.48408778
MSC-AS1	43.44824353
TNFAIP8	43.44239613
PCGF5	43.41363935
PLAU	43.34214921
DUSP2	43.3039577
SLC30A7	43.22891479
PEAK1	43.21705497
None	43.17609014
CCDC50	43.15686398
NAMPT	43.07613495
RB1CC1	43.02498519
TMEM167B	43.02363617
TMEM63B	43.00530086
UBAP1	42.94370555
TMEM88	42.86369011
ROBO1	42.81501333
YIPF1	42.77637886
ADAR	42.66803984
FBRS	42.59752321
DDX3Y	42.5501273
NECAP2	42.5248889
GTF2B	42.38410749
PATL1	42.37107677
AGPAT4	42.3034666
SNAI1	42.20677322
NIPA1	42.20661009
IL12B	42.16377094
QKI	42.05141529
DIAPH2	42.04032
AZIN1	42.00924386
ZHX2	41.90351755
None	41.8687789
PNRC2	41.86809112
SETD5	41.75083908
NUMB	41.70005409
IFRD1	41.6471651
CDC14A	41.62741654
C21orf91	41.5668594
CIC	41.49533284
CREBBP	41.47893218
LATS1	41.45837433
LINC00622	41.43821116
SAMD14	41.43468934
CYB561	41.37002553
KLF5	41.27761849
MAFF	41.2504149
LIMS2	41.2403931
CCN2	41.05416089
PPIL4	41.04304058
ABCB1	41.02538403
SLC35G1	40.63133195
None	40.61533175
PLAGL1	40.49259527
RIOK3	40.49022075
EGR2	40.45319233
AKIRIN1	40.25317303
PTPRJ	40.16793308
TFPI2	40.02333953
ELOA	40.01456234
AK4	39.97167158
SECISBP2L	39.93702412
ANO9	39.80135199
PANX1	39.74827782
TEAD1	39.7122053
H4C14	39.58271452
EGFR	39.54575559
SERINC1	39.42744719
WHAMM	39.41886655
RNF11	39.40771725
EPC2	39.293456
P4HA1	39.2472934
ABCA6	39.17699405
FSCN1	39.13936898
BACH2	39.07086093
MGLL	39.02081755
B3GNT5	39.02008565
FAM110B	39.00027898
EXT1	38.9583222
None	38.92828548
NECAP1	38.86292064
RND1	38.76847228
INTS6L	38.74488918
PDGFA	38.66980171
KDM2A	38.64831431
FILIP1L	38.57258574
KPNA4	38.56482232
GBP2	38.54566722
RBM17	38.5060227
GUCY1B1	38.49514401
PRDM2	38.48645063
WDR48	38.46262306
DTNA	38.44904666
TYW1B	38.39897269
ATF6	38.3950875
NAF1	38.34146978
RNF223	38.24618231
ZFP36	38.24095868
UBC	38.1728825
SLC8B1	38.12184586
None	38.11299545
MAP1LC3A	38.10594906
YTHDC1	38.07909151
CYTH1	38.04878571
PLAGL2	37.96527237
CHD6	37.87575605
PPP2CB	37.8728628
TLK2	37.81152632
NAMPTP1	37.79007121
ING3	37.63399297
ITCH	37.58548276
OGFRL1	37.57139902
KPNA1	37.50792816
SEPTIN11	37.41562354
LINC01539	37.32676818
LAMP3	37.31076936
AFTPH	37.29801072
BRD2	37.09779533
MTMR14	37.0801884
NPAS2	37.07899781
SNAP23	36.84704421
RBMXL1	36.81756647
IKZF1	36.78077188
TAF9	36.73415877
RASSF5	36.62411261
TUBB2A	36.61163591
GOSR1	36.59517573
PTPN1	36.59497882
SNX9	36.56244029
MAP4K4	36.44218409
SCYL2	36.31609497
C3	36.31599683
ATP9A	36.24782714
CSF1	36.12401856
None	36.06185474
CEP350	36.03566745
POMZP3	36.03504976
PDGFB	35.90754316
CHD1	35.81598967
ZBTB5	35.78725359
SH2B3	35.76180727
PLSCR1	35.7139378
SPATA2	35.55604284
AEBP2	35.48375392
ARHGAP31	35.42000704
CA13	35.41596613
TGFBR2	35.34137174
TBC1D23	35.20387691
JAK1	35.17066298
ATP2B1-AS1	35.16265646
VOPP1	35.14667078
IRF7	35.12755128
TCF7L2	35.12373225
TMEM184C	35.0627682
KIF1B	35.05122308
FLVCR2	34.93082366
OLFM2	34.88885482
HBP1	34.87956145
EGR1	34.87902521
WDR11	34.84307628
CSNK1A1	34.8400803
MOB3C	34.81550103
LRRC32	34.73764155
SMG1P5	34.71159279
TBX3	34.70203527
AGFG1	34.67570224
WDR26	34.62518901
SLC1A2	34.57597116
NECAB1	34.4368953
SERTAD2	34.42558
YTHDF3	34.38900752
IL23A	34.2953969
MOXD1	34.26582888
PRNP	34.2479088
ACBD3	34.20872924
PUM1	34.12976472
NOC3L	34.02085979
MED13	33.92007563
FDCSP	33.90476421
TMEM106A	33.84752529
ABCA5	33.64484607
RC3H2	33.61830077
BRWD3	33.52317195
NBPF12	33.4872635
PCDH17	33.44974267
MRAS	33.39985541
WWC2	33.32729286
TRIM25	33.32623844
STK17B	33.30489032
DNAJB1	33.28608128
FBXO28	33.27562358
GJA3	33.19034672
CLK4	33.18800457
LATS2	33.17969396
CD69	33.15268329
ATP11C	33.14044786
GPBP1	33.08496595
NRP2	33.07669752
PLEKHM2	33.02567292
TNIP3	33.01785852
PGF	32.92522653
TET3	32.8387138
None	32.81252047
ANXA1	32.6874097
CHST2	32.67880219
HELZ	32.62382538
GABPB1	32.55721281
ANKRD42	32.55291229
DDX60L	32.50092792
CEMIP2	32.48730923
SNHG15	32.48711493
TNIP2	32.45206666
GFPT2	32.42413409
SMG9	32.27886252
SPAG1	32.25952823
ZBED6	32.24585703
CCDC88A	32.21883653
CCNT2	32.19381053
HCAR2	32.16459868
SMG1P3	32.14054202
YY1AP1	32.0303072
SGK1	31.92533397
None	31.78166615
NAB1	31.62951587
KMT5B	31.59898793
HELZ2	31.56678505
TTN-AS1	31.5567014
CHIC2	31.46726972
GEM	31.45102409
PITPNB	31.41128642
ZNF622	31.33741177
USP9X	31.31073524
ZNF462	31.30933111
KLHL5	31.28920455
PIGV	31.20261486
XRN1	31.18436853
None	31.17977372
ZNF24	31.16708765
SERPINB9	31.1463913
RGPD6	31.11742086
MBOAT7	31.10618098
BCL3	31.04002728
CLIC4	31.01668809
SLC12A7	30.95676372
LCOR	30.95663926
VCAM1	30.95654892
APLF	30.92114217
MEP1A	30.89129833
NFE2L3	30.82724656
GIMAP5	30.77402828
APPBP2	30.77181218
MEF2A	30.67987752
ICAM5	30.64228582
RAB9A	30.60634866
R3HCC1L	30.53329755
SPATA31F3	30.5155512
MTMR10	30.48690438
KMT2C	30.47843138
UBXN7	30.34657387
LUZP1	30.26493886
PTBP2	30.2222106
MARCKSL1	30.2091495
PDE9A	30.19469361
SLU7	30.16190661
ARMCX3	30.03983993
TAOK3	30.00623684
PHACTR2	29.97051521
CNTNAP3C	29.96346312
INHBA	29.88302749
TFE3	29.87800678
NAV3	29.86740598
DNAJC3	29.82322017
FNIP1	29.82114285
AGO2	29.79755192
ZNF706	29.73677723
SAP30BP	29.67070738
TRPS1	29.63531796
VILL	29.6048822
PARP14	29.56192963
None	29.51291701
ATF7IP	29.50394302
MAP3K14	29.50376991
ZNF597	29.45611265
BARX1-DT	29.45505816
IFNAR2	29.35814561
MED14	29.22162795
BRD4	29.12821775
ULBP2	29.09477895
N4BP1	29.08917791
JMJD6	29.08875162
RASSF8	29.03159195
RO60	28.99734081
DLL4	28.97715256
USP54	28.96537878
CHKA	28.96111431
TBC1D10A	28.95069796
RANBP10	28.90240113
PEX13	28.89820061
None	28.8758767
MCOLN3	28.87446086
ODR4	28.8721406
TIFA	28.86864856
DDX5	28.83532902
VEGFC	28.81638974
UGCG	28.78463247
AP3S2	28.7706486
FAM151B	28.76440573
LARP1B	28.74009872
None	28.73788448
STX5	28.68854675
EML4	28.63374321
EIF1B	28.60719428
MIER3	28.57043311
None	28.55538463
B4GALT4	28.52804506
GPATCH2L	28.49892455
IST1	28.49159153
OASL	28.42244814
None	28.37029711
NEMP1	28.36094719
None	28.35521549
ANXA7	28.33825173
MIR17HG	28.32051523
RN7SL124P	28.28617102
POFUT2	28.2853362
None	28.28529504
TNFRSF10B	28.27989412
ZKSCAN1	28.2737866
MED13L	28.2598323
ANOS1	28.25234479
None	28.22107282
IRGQ	28.18494522
MTRF1L	28.15330324
C11orf86	28.13975306
ARHGAP26	28.07498295
EYA3	28.01758196
HSPH1	27.76142263
LINC00158	27.75350929
KHNYN	27.74250134
PRRC2C	27.73402227
GOLGB1	27.69750813
SUPT6H	27.6910595
RBM23	27.67559091
NBPF26	27.66571278
FRS2	27.65261687
KLHL28	27.60862799
STAT1	27.6023017
CWC25	27.52144261
FBXO38	27.50297943
JAM2	27.45707612
CGAS	27.45065429
CELF1	27.41744652
CSRP2	27.39752644
UPP1	27.32334175
CDK12	27.31097075
GABARAPL1	27.30021727
CYFIP1	27.24570584
GPR108	27.23839309
MROCKI	27.17639839
TLR2	27.12845306
None	27.12227148
PNKD	27.09234911
PRPF3	27.05814346
IKBKE	27.05583256
ZKSCAN8	27.03241605
OAZ2	27.02773406
DLGAP4	27.00824262
CPNE8	26.87053738
TAPBP	26.86041646
None	26.85337853
HDAC9	26.82508163
SERTAD1	26.81641582
ATG7	26.81393566
ERBIN	26.79137516
ZNF212	26.7507989
ZNF281	26.74269501
IL10RA	26.74265128
BTBD8	26.72594002
MEOX2	26.65627471
FJX1	26.65456055
HNRNPC	26.630338
COG3	26.61374239
TGIF2	26.58314201
GPC4	26.57127088
MED1	26.56880468
USP49	26.55968566
HMGXB4	26.48162483
CCDC117	26.42004871
MARCHF5	26.3969624
BCL2L11	26.37873022
AMBRA1	26.35105177
S100A10	26.25528668
RIF1	26.21905776
ZFYVE16	26.17966943
TLR7	26.09957832
GPR89B	26.05280142
TAF1D	25.9842301
GLS	25.96916318
STX4	25.95718288
DNAJA1	25.93485472
RELA	25.90783733
PRR16	25.85802238
MKLN1	25.82752402
HOOK3	25.81839158
ABCA1	25.80654607
THAP2	25.79353432
MAMLD1	25.77515798
PAFAH1B1	25.74948994
ARRDC3	25.69047614
GINM1	25.59380564
SDE2	25.46267162
SIPA1L1	25.40099337
TBC1D22B	25.36629916
ARID4A	25.3565049
KAT6A	25.34501198
SCAF4	25.30739552
ARAP2	25.29848189
TUFT1	25.26555423
RABGGTB	25.24023791
ALDH1A1	25.20319073
SVIL	25.1868964
SMPD4BP	25.11597935
PTGER4	25.11133139
STK17A	25.04982231
RSC1A1	24.98383374
RICTOR	24.97753509
ITPR2	24.95170583
DMXL1	24.92274829
LINC01775	24.90910637
DSC3	24.85354478
LZTS3	24.83031258
TAF4B	24.80397426
PICALM	24.80091
STRN3	24.79997775
TIMM23B	24.74817247
RNF185	24.74586775
SLCO3A1	24.71905388
GORAB	24.7187789
C1orf52	24.70371015
HSPA4	24.6940478
BAZ1A	24.67935463
SPHK1	24.66866323
MAP3K2	24.6400837
OTULIN	24.62378169
EIF5	24.61602295
RHOB	24.61375733
GBP4	24.6016637
PLIN2	24.57925007
OLR1	24.5574189
NFATC1	24.49856071
HOMER1	24.4790426
VEZF1	24.45706381
IRF9	24.4362918
DNAJB14	24.42292154
TUBB2B	24.41119877
MTMR3	24.40859516
SMNDC1	24.36884524
ZNF430	24.3449549
GOLGA4	24.32969351
COL5A2	24.31566139
NSUN4	24.30820158
CPEB3	24.30326837
LAMA2	24.29760564
CIDECP1	24.29348611
RALGAPA1	24.27384412
MAPK1IP1L	24.2068217
RAPGEF6	24.18027921
UBE2W	24.14837353
None	24.13837279
RHOH	24.11625459
TWSG1	24.11430869
PIGA	24.0935498
PDRG1	24.08013983
THBS1	24.07756426
ZNF609	24.07209578
CCM2L	24.04345569
CBLB	24.01885469
SAMD8	23.99725753
RAB2B	23.97318931
IL3RA	23.9708721
FBXL3	23.95562266
NRIP3	23.94316215
EOMES	23.93404125
TEX14	23.93388515
SENP1	23.84554312
RIGI	23.83021851
ATP11B	23.82948585
SOCS4	23.82517023
ZNF644	23.81874793
SIRPA	23.80760535
COQ10B	23.80752331
RAET1K	23.78340987
BCL10	23.69917026
PNPLA1	23.65498017
ADO	23.59378876
ST3GAL6	23.58334498
MAP3K7	23.57775559
SAV1	23.57568828
MX2	23.54527841
TJP2	23.5339733
PIK3C3	23.52241845
PPP1R12A	23.50806576
DCAF8-DT	23.49177401
BCLAF1	23.39252095
TRHDE	23.3881506
IL10	23.37323631
TFEB	23.35739451
UBR2	23.35345404
PPFIA2	23.34421582
NAB2	23.33463986
BTN2A2	23.32687752
SMURF1	23.30446782
NGF	23.28286136
CCDC73	23.25102843
YME1L1	23.2245923
PML	23.22174441
CACHD1	23.21802972
SPPL2A	23.21526856
PTPRC	23.18346608
TYK2	23.16535772
ACSL5	23.14920507
NUP98	23.11381266
ZNF222	23.10805128
PVR	23.09438271
None	23.09280419
None	23.07842088
NBPF10	23.06176354
DDX47	23.05358588
BTBD19	23.02742991
SLAMF1	23.01569454
KIAA1549	23.00018126
IRS2	22.96419218
DCAF8	22.92766529
DYNLT3	22.92111625
OXSR1	22.91773714
ACTRT3	22.90350004
MAPRE3	22.87325975
NLGN4Y	22.84788989
LAD1	22.81746071
H1-2	22.81307559
CHD2	22.80895221
CAB39	22.80180095
TBC1D12	22.79966951
FOXC1	22.76487594
SFPQ	22.75890305
NAT1	22.70354096
ANKRD28	22.68465768
SLC5A3	22.62922273
RAB1A	22.59990818
IDO2	22.56702932
MECP2	22.55843077
DCUN1D1	22.53776184
BIRC2	22.53634087
NUB1	22.53326669
LINC00926	22.47660045
ITSN2	22.4756659
RUFY1	22.44503471
GADD45G	22.44472562
BTG2-DT	22.39441791
SYT16	22.36932499
EIF1	22.35718302
GPATCH8	22.33275938
IGFBP4	22.32555545
ADGRE2	22.31360961
TOX4	22.29633996
TANC1	22.29007054
RRN3P2	22.27486837
ZUP1	22.27397307
CBLL1	22.25512967
PLAT	22.25256903
RHOG	22.24806527
ACOD1	22.23011981
ATP1B1	22.21441503
CCDC144BP	22.20608535
None	22.18507733
DTX2	22.16920671
AKAP8L	22.1428691
AREG	22.10659503
GBP1P1	22.05573977
CDH7	22.04030778
OTUD5	22.02866426
KLF7	22.01348088
INO80	22.00271878
IFIT2	21.99111489
TRIM24	21.98244222
KCNN1	21.97247108
EGR4	21.94213836
SPTY2D1	21.93557732
UBE2D3	21.91338293
IER2	21.91202362
MSX1	21.91094049
ARHGEF2	21.89223015
ULK2	21.89162746
CDYL	21.87252107
PTTG1IP	21.86825031
SPRY1	21.83718763
RAB27B	21.81295418
MICALL1	21.78255087
CLINT1	21.78112684
ALCAM	21.75217352
SLK	21.74399872
None	21.72687708
ZFX	21.6809843
H3-3B	21.63357482
IL7R	21.63237434
GRHL1	21.62154412
CNTLN	21.61793963
CHORDC1	21.61619059
None	21.61064157
ZFAND2A	21.60973043
MAFB	21.60253718
IKZF5	21.56041336
BID	21.55747803
DNAJB2	21.55190261
None	21.53910778
OAS2	21.53163253
CYRIA	21.52940742
NDUFAF6	21.49535387
SLC43A2	21.47993868
CBLN3	21.4739016
GBP3	21.4593717
ORAI1	21.45080608
SVIL-AS1	21.43429573
MEFV	21.43335264
CSNK1D	21.43315558
NCOA4	21.41274922
PXDC1	21.37052579
CNOT4	21.36890071
None	21.36437851
ING1	21.33800875
LRFN5	21.30316861
HEY1	21.28456308
USP24	21.28388083
TMEM39A	21.26853768
RAB12	21.25929556
CTNND1	21.22183272
MTMR11	21.20159337
STK40	21.19863376
UBE2B	21.18700043
TLN2	21.15832699
TFG	21.15702672
LBH	21.14968207
SS18	21.14518253
PPM1D	21.14016417
CD59	21.13072133
NRIP1	21.05724269
BLTP3B	21.04791484
OTUD4	21.0444266
MAS1	21.02185621
STX12	20.98656034
RBM22	20.95681039
UBL3	20.95234251
YAF2	20.94310046
CCNK	20.93949097
CRAMP1	20.93596507
TTC23	20.93272718
PPP6R3	20.89326849
RGL1	20.88772441
ZCCHC2	20.86985352
MACC1	20.83675723
NSRP1	20.8321486
FNBP4	20.83088081
RNF103	20.82607665
ENTPD4	20.7887811
ZMYM5	20.78702892
CDKN1A	20.74254442
C1orf122	20.71717951
MARK3	20.71259786
PITPNA	20.68419209
PPP4R2	20.6606531
SOCS3-DT	20.64686513
IGFBP3	20.6340989
YPEL5	20.62406385
SLC8A3	20.62404791
CCRL2	20.60074872
ADA	20.5952376
MDM2	20.58400982
GPR183	20.57268781
RBM4	20.56115845
None	20.55863257
RHBDF1	20.5563706
TMEM165	20.53873098
ARK2N	20.5374162
PSPC1	20.53500031
WAC	20.45854037
MTCH1	20.45673163
USP42	20.40501598
EMP3	20.39870641
SLC66A2	20.39635567
EPSTI1	20.39434234
IRS1	20.32205155
SMCO4	20.31638755
RPA4	20.27456899
DDX52	20.23349137
ZFAND5	20.22931275
ZNF134	20.21994331
TAF13	20.21658409
PWWP2A	20.21144575
EFHD2	20.18851747
UBE2D1	20.11427079
PGLYRP2	20.10864746
DDR2	20.09406548
AKIRIN2	20.09220096
RPL7P50	20.07269706
ACOX1	20.06816168
DUSP5	20.04947287
IRAK3	20.03643754
ZNF33A	20.01446487
MAGT1	19.99733346
SRSF11	19.993514
FAM193A	19.98891013
TTF2	19.98120965
SERPINB7	19.96388738
LINC02202	19.94953386
IFIT5	19.94366075
HELB	19.94070548
DDX6	19.92407755
RILPL2	19.91537909
FAM133B	19.90358966
LCP1	19.9006154
