Name  Description	GSM6290462	GSM6290463	GSM6290464	GSM6290466	GSM6290467	GSM6290468
ENSG00000003989	SLC7A2	6.21701845075078	5.47271828253324	5.65243650314282	281.069676738151	208.897028673105	304.658845903144
ENSG00000004059	ARF5	47.4683043975563	41.9956708375145	39.2047198487214	46.7413671661605	47.8039343952135	40.7068420000489
ENSG00000004139	SARM1	4.84849237668614	4.83156300257118	3.45426675192061	0.68689202973364	0.812610842591555	1.23354066666815
ENSG00000004142	POLDIP2	59.2180782620255	79.0910834638904	79.4964467172779	35.6856764018762	39.5096995880721	37.1090150556001
ENSG00000004399	PLXND1	55.4839571170777	52.6892249711673	68.5055979611669	36.9613330285244	19.9790183023372	41.0923234583827
ENSG00000004455	AK2	325.122694452785	447.915658262061	482.317092556636	193.736261529159	212.707893314224	159.075348472413
ENSG00000004468	CD38	11.710673119496	18.3645190903417	18.7689878758204	20.5086334591901	26.451883979532	39.9872766111592
ENSG00000004478	FKBP4	17.3411803956476	45.5678216830173	38.7699170407873	190.82514768886	145.009003807286	139.981166902946
ENSG00000004487	KDM1A	93.939539798294	123.765867435532	103.724625403826	85.6652488510668	74.2277973112079	75.271679430646
ENSG00000004534	RBM6	105.005050625731	104.09613938241	109.063037656794	82.2307887023986	96.1122479341046	93.1323203334452
ENSG00000004660	CAMKK1	3.47996630262151	4.53388376544595	2.07739119346275	1.1775291938291	1.23292679565615	1.10504684722355
ENSG00000004700	RECQL	38.9834427383555	36.9351238063854	53.0459425679557	23.2234924338516	25.2189571838758	40.989528402827
ENSG00000004766	VPS50	14.3304230327054	17.4027861703986	18.3341850678863	11.1538181971034	7.39756077393691	9.61133769445599
ENSG00000004777	ARHGAP33	90.4009223782126	61.665398890636	88.0234128950959	18.6769213799004	19.1944285232833	21.7154554861372
ENSG00000004779	NDUFAB1	32.9619280124711	57.2231087366132	45.2194920251426	22.3730546827528	23.0893563550152	23.2830800833613
ENSG00000004799	PDK4	4.98534498409261	2.70201153698294	3.64751244433575	1.79900293501668	2.01751657471007	1.56762459722411
ENSG00000004809	SLC22A16	39.6872561478745	43.0947941745923	50.9443956629411	8.11186777971155	9.94747755586213	8.8403747777884
ENSG00000004838	ZMYND10	1.93548687617713	1.14492014278938	2.00492405880707	0.261673154184244	0.336252762451678	0.488276513889476
ENSG00000004846	ABCB5	0.527860057139217	0.595358474250478	0.410647096382171	0.392509731276366	0.532400207215156	0.256987638889198
ENSG00000004848	ARX	2.61974991320945	2.12955146558825	1.85998978949572	0.196254865638183	0.392294889526957	0.0513975277778395
ENSG00000004864	SLC25A13	16.9306225734282	18.5706047160437	18.5515864718534	38.2042805108996	44.1611961353203	29.8619636389248
ENSG00000004866	ST7	17.6148856104605	21.5016002815846	17.0297766440841	21.6534535087462	20.4833974460147	20.815998750025
ENSG00000004897	CDC27	91.1829372776781	100.569785342619	113.507688582342	144.214617099791	133.940683709918	135.12410052794
ENSG00000004939	SLC4A1	1.05572011427843	0.870139308519929	1.18362986604273	1.14482004955607	1.40105317688199	1.18214313889031
ENSG00000004961	HCCS	14.6432289924916	21.3642098644498	19.300413529962	44.4517270670484	45.9545442017293	40.9638296389381
ENSG00000004975	DVL2	28.3480401056246	23.2189804957686	30.1704837283136	8.76605066517216	7.31349758332399	6.73307613889698
ENSG00000005007	UPF1	120.743100477474	158.846220610599	138.436382903895	228.473372747118	232.210553536421	214.070703194702
ENSG00000005020	SKAP2	57.8691025604475	57.246007139469	77.1050312736406	64.6005599392352	70.5009958607018	47.0030391528343
ENSG00000005022	SLC25A5	296.77465434716	325.18021895504	341.126958535825	118.276265691278	125.058006568486	140.932021166836
ENSG00000005059	MCUB	0.977518624331884	0.778545697096778	1.01453988517948	0.196254865638183	0.224168508301119	0.436878986111636
ENSG00000005073	HOXA11	26.1779487596078	21.1581242387477	22.3198774739486	19.331104265361	20.0350604294125	14.6482954166843
ENSG00000005075	POLR2J	33.2747339722573	39.8661193719262	39.7119897913111	35.1623300935077	33.2049602921032	26.8809070278101
ENSG00000005100	DHX33	18.9834116845252	24.4096974442696	24.1074001287886	18.4152482257162	14.7951215478738	19.6338556111347
ENSG00000005108	THSD7A	119.804682598116	95.5092383114901	113.60431142855	31.4007785021092	34.3538238971464	38.9850248194913
ENSG00000005156	LIG3	34.2522525965892	43.2779813974386	48.8911601810302	35.391294103419	36.2312351541683	30.5044327361478
ENSG00000005175	RPAP3	60.273798376304	61.0929388192413	66.5731410370155	98.3563968290026	84.7637172013604	64.4268010695219
ENSG00000005187	ACSM3	1.40762681903791	1.69448181132828	1.35271984690597	1.1775291938291	1.28896892273143	1.8246122361133
ENSG00000005189	REXO5	32.9814783849578	32.7218176809205	30.8468436517666	30.4522133181914	32.2522441318234	25.3389811944749
ENSG00000005194	CIAPIN1	38.7292878960292	52.6205297625999	44.229107851515	42.7508515648508	56.4624430283442	48.8276513889476
ENSG00000005206	SPPL2B	121.388262769533	127.91047835243	125.609700069841	50.0122815934636	53.1839785944404	56.9741595417351
ENSG00000005238	FAM214B	21.7204638326545	19.3033536074289	18.5274307603015	10.1398347246394	7.78985566346387	18.4003149444666
ENSG00000005243	COPZ2	8.15250532692791	7.48777773384255	4.63789661796334	2.42047667620425	2.24168508301118	3.16094795833713
ENSG00000005249	PRKAR2B	15.0146860697377	24.684478278539	20.9671576270426	7.16330259579367	5.94046546997964	5.08835525000611
ENSG00000005302	MSL3	21.9746186749807	18.2042302703511	21.0154690501464	20.1488328721868	18.6340072525305	27.1121959028104
ENSG00000005339	CREBBP	62.0333319001013	52.2541553169073	73.6749202332718	399.542197295067	587.097323240629	456.641335542215
ENSG00000005379	TSPOAP1	35.1711201034612	22.8297076472202	17.0780880671879	14.8499514999558	10.8721726526042	19.0427840416895
ENSG00000005381	MPO	3.79277226240771	4.48808695973437	7.633204850398	0.817728606825762	0.280210635376398	0.334083930555957
ENSG00000005436	GCFC2	22.1701223998471	22.5091300072392	15.942769624249	24.4010216276807	21.9965348770473	19.2997716805787
ENSG00000005448	WDR54	9.26687655866626	10.2355860765371	12.1020114874981	5.42971794932306	4.98774930969989	4.98556019445043
ENSG00000005469	CROT	3.8905241248409	4.76286779400382	4.90360944503416	1.04669261673697	0.588442334290436	0.616770333334074
ENSG00000005471	ABCB4	8.73901650152704	1.71738021418407	3.09193107864223	75.9833421462498	66.746173346658	68.3587119445266
ENSG00000005483	KMT2E	81.5250532692791	63.5430679248106	69.9549406542804	411.12123436772	361.107445809564	374.585182444895
ENSG00000005486	RHBDD2	32.4927190727918	22.9899964672108	23.2619502244724	48.0497329370817	42.9002482761266	56.8199669584016
ENSG00000005801	ZNF195	44.0665395848813	43.4382702174291	38.5525156368203	65.3201611132418	61.9545714817216	55.6121250556224
ENSG00000005810	MYCBP2	115.620902885975	145.51935014853	135.706787498532	230.730303701957	234.144006920518	225.069774139159
ENSG00000005812	FBXL3	41.2512859468055	41.4690075718313	41.6444467154625	137.149441936817	137.891653668726	111.275647639023
ENSG00000005844	ITGAL	97.4586068458888	74.9006757412812	65.8726254020106	16.158317270877	25.751357391091	20.7132036944693
ENSG00000005882	PDK2	21.3099060104351	19.2346583988616	20.9913133385945	4.54657105395123	5.12785462738809	2.67267144444766
ENSG00000005884	ITGA3	6.80352962534991	4.12171251404177	2.92284109777898	3.07465956166486	5.82838121582908	3.03245413889253
ENSG00000005889	ZFX	34.6237096738353	29.6763301011007	34.4460446729986	102.248784997493	111.047474799667	147.947783708511
ENSG00000005893	LAMP2	166.0608639015	179.615072000798	205.081991075567	217.188717972922	216.042399875203	200.219069458574
ENSG00000005961	ITGA2B	5.41545317879864	1.8547706313188	2.48803828984492	1.96254865638183	1.51313743103255	0.899456736112192
ENSG00000006007	GDE1	48.993233451514	65.5581273761199	55.6547594155601	25.7093873986019	30.9912962726296	19.0427840416895
ENSG00000006015	REX1BD	19.5112717416644	23.5166597328939	21.4985832811842	11.3827822070146	13.7023000699059	9.81692780556735
ENSG00000006025	OSBPL7	31.7693552907862	31.7142879552658	30.3637294207288	5.49513623786912	5.99650759705492	14.9052830555735
ENSG00000006042	TMEM98	0.566960802112493	0.961732919943079	0.265712827070816	0.588764596914548	1.62522168518311	0.925155500001112
ENSG00000006047	YBX2	0.821115644438782	0.320577639981026	0.289868538622709	0	0.364273825989318	0.0770962916667593
ENSG00000006062	MAP3K14	7.19453707508266	6.15967036820687	5.38672367607201	44.7134002212326	38.0245832205772	64.4011023056329
ENSG00000006118	TMEM132A	0.371457077246116	0.870139308519929	0.628048500349203	2.6821498303885	1.76532700287131	3.82911581944905
ENSG00000006125	AP2B1	139.37460545724	133.795367886367	162.737028725099	112.486747154952	104.266377423558	111.147153819578
ENSG00000006194	ZNF263	57.3412425033083	55.3454397024386	52.5628283369179	70.4554967641076	74.2558183747455	68.5900008195269
ENSG00000006210	CX3CL1	0.606061547085768	0.618256877106265	0.772982769660557	0.654182885460609	0.812610842591555	0.745264152778673
ENSG00000006282	SPATA20	70.9483017540081	51.1321335769737	53.8672367607201	23.7795478864931	24.9107254849618	27.7546650000333
ENSG00000006283	CACNA1G	0.449658567192667	0.0686952085673628	0.120778557759462	1.1775291938291	1.06480041443031	2.0815998750025
ENSG00000006327	TNFRSF12A	1.21212309417154	1.78607542275143	0.990384173627589	13.2799125748504	8.2381926800661	9.81692780556735
ENSG00000006432	MAP3K9	1.38807644655127	1.62578660276092	1.61843267397679	2.19151266629304	1.65324274872075	1.33633572222383
ENSG00000006451	RALA	26.1192976421479	26.7911313412715	25.2668742832795	54.1336337718654	63.8880248658188	61.7284308611853
ENSG00000006453	BAIAP2L1	4.55523678938658	3.34316681694499	3.86491384830278	81.7074423940301	74.4239447559713	61.3172506389626
ENSG00000006459	KDM7A	3.96872561478745	2.67911313412715	1.30440842380219	31.5643242234744	13.1979209262284	24.3624281666959
ENSG00000006468	ETV1	1.09482085925171	1.99216104845352	2.46388257829303	0.261673154184244	0.308231698914038	0.513975277778395
ENSG00000006530	AGK	16.7155684760752	16.0288819990513	18.7689878758204	24.1720576177695	20.9877765896922	36.8006298889331
ENSG00000006534	ALDH3B1	64.2034232461181	58.5970129079605	63.1913414197505	9.28939697354065	8.18215055299082	10.0482166805676
ENSG00000006555	TTC22	0.33235633227284	0.526663265683115	0.362335673278386	0.556055452641518	0.672505524903356	0.642469097222994
ENSG00000006576	PHTF2	16.2659099088825	19.8758136788236	19.0588564144431	16.3218629922422	13.8424053875941	10.7163845416795
ENSG00000006607	FARP2	25.7478405649018	41.6750931975334	39.2771869833771	37.3211336155278	35.1944558032756	33.5625856389292
ENSG00000006611	USH1C	4.61388790684649	4.03011890261862	3.45426675192061	1.40649320374031	0.980737223817393	0.513975277778395
ENSG00000006625	GGCT	40.8798288695594	55.093557271025	48.7945373348227	21.2609437774698	19.5867234128102	16.3187150694641
ENSG00000006634	DBF4	24.281562628404	30.729656632467	31.1608679019412	31.8914156662047	36.4554036624694	26.2127391666982
ENSG00000006638	TBXA2R	5.35680206133872	4.9918518225617	8.01969623522828	2.06067608920092	3.4465908151297	1.61902212500195
ENSG00000006652	IFRD1	36.5787469224991	32.12645920667	29.3250338239974	238.057152019116	182.192955121734	174.289016694654
ENSG00000006695	COX10	6.84263037032319	10.1210940622581	10.3869559673137	14.0976411816761	16.8686802496592	14.9052830555735
ENSG00000006704	GTF2IRD1	11.3392160422499	14.7923682448388	11.7155201026678	5.65868195923427	11.432593923357	10.4850956666793
ENSG00000006712	PAF1	44.3597951721809	48.1553412057213	59.6646075331742	63.6847038995903	58.4799596030543	48.673458805614
ENSG00000006715	VPS41	34.0958496166961	30.4548757981975	52.4662054907103	50.470209613286	46.1787127100304	49.1617353195035
ENSG00000006740	ARHGAP44	2.87390475553574	2.24404347986719	2.46388257829303	5.16804479513881	7.08932907502287	7.32414770834213
ENSG00000006744	ELAC2	30.4594803341815	35.9733908864423	35.8953873661121	15.9620624052389	19.4185970315844	17.629352027799
ENSG00000006747	SCIN	9.03227208882661	7.00691127387101	8.72021187023316	2.94382298457274	3.39054868805442	2.85256279167009
ENSG00000006756	ARSD	50.1467054282256	42.8658101460344	46.016630506355	34.6716929294123	37.8004147122761	43.251019625052
ENSG00000006757	PNPLA4	5.18084870895898	5.83909272822584	6.06308359952499	4.25218875549396	6.3327603595066	5.52523423611775
ENSG00000006831	ADIPOR2	93.3921293686682	77.9919601268126	90.8496311466673	118.897739432466	133.436304566241	115.978521430695
ENSG00000006837	CDKL3	3.1671603428353	2.83940195411766	1.93245692415139	3.89238816849062	2.83012741730162	4.34309109722744
ENSG00000007047	MARK4	24.926724920463	28.8748860011482	28.3104939388179	73.6282837585916	85.968622933479	65.6860405000789
ENSG00000007080	CCDC124	19.8631784464239	32.0577639981026	28.962698150719	24.2374759063156	22.5009140207248	19.5824580833569
ENSG00000007129	CEACAM21	6.00196435339777	2.88519875982924	3.11608679019412	1.83171207928971	1.93345338409715	1.18214313889031
ENSG00000007168	PAFAH1B1	36.7351499023922	41.2171251404177	50.4371257203513	152.882540332144	154.704291791309	146.611447986287
ENSG00000007174	DNAH9	0.527860057139217	0.183187222846301	0.0724671346556772	0.130836577092122	0.308231698914038	0.539674041667315
ENSG00000007202	KIAA0100	242.170463991981	280.505434983398	260.253636260089	91.8472771186695	84.3434012482958	93.3122116806677
ENSG00000007237	GAS7	51.3392781499105	29.2412604468408	39.6153669451035	73.5628654700455	71.3136067032933	158.68986701408
ENSG00000007255	TRAPPC6A	24.066508531051	18.1355350617838	19.8318391841037	12.6911479779358	17.5131647110249	15.6248484444632
ENSG00000007264	MATK	8.19160607190119	9.86921163084446	5.38672367607201	2.51860410902335	2.4658535913123	2.98105661111469
ENSG00000007312	CD79B	3.3235633227284	2.9538939683966	2.58466113605249	0.654182885460609	0.896674033204474	0.385481458333796
ENSG00000007314	SCN4A	2.65885065818272	0.412171251404177	3.28517677105737	0.0327091442730305	0.140105317688199	0.179891347222438
ENSG00000007341	ST7L	20.4887903659963	22.096958755835	24.7837600522416	41.9658321022981	38.58500449133	43.0454295139406
ENSG00000007350	TKTL1	83.4800905179429	57.6352799880174	63.2396528428543	82.0345338367604	77.8985566346387	58.5674829028481
ENSG00000007376	RPUSD1	27.1750177564264	47.4225923143361	31.4024250174601	6.8689202973364	6.10859185120548	7.91521927778729
ENSG00000007384	RHBDF1	11.3001152972766	11.9529662907211	6.86022208073744	66.3995628742518	62.0106136087969	45.1013306250542
ENSG00000007392	LUC7L	27.4682733437259	35.1719467864898	27.8756911308838	50.6991736231972	37.576246203975	45.3326195000545
ENSG00000007402	CACNA2D2	0.273705214812927	0.0686952085673628	0.169089980863247	0.785019462552731	0.476358080139877	1.00225179166787
ENSG00000007516	BAIAP3	2.99120699045556	2.33563709129034	0.483114231037848	1.37378405946728	1.37303211334435	2.38998504166954
ENSG00000007520	TSR3	17.5171337480274	21.5931938930077	19.083012125995	7.88290376980034	7.73381353638859	5.67942681945127
ENSG00000007541	PIGQ	46.999095457877	49.4147533627896	48.5046687962	26.821498303885	28.5254426813173	26.0328478194757
ENSG00000007545	CRAMP1	61.8573785477216	68.2830373159586	60.9690159569764	194.128771260436	213.856756919267	163.058656875196
ENSG00000007866	TEAD3	5.12219759149907	2.61041792555979	2.43972686674113	2.91111384029971	5.04379143677517	3.10955043055929
ENSG00000007908	SELE	0	0	0	3.53258758148729	1.17688466858087	0.385481458333796
ENSG00000007923	DNAJC11	53.5875709858739	89.1892791232927	75.2691971956967	74.3151757883252	93.2260783897277	93.1323203334452
ENSG00000007944	MYLIP	15.0146860697377	18.9369791617363	19.759372049448	16.2237355594231	17.6252489651754	17.2695693333541
ENSG00000008018	PSMB1	164.457733357596	193.308316908559	186.264691776642	155.695526739625	170.480150563001	151.083032902959
ENSG00000008056	SYN1	0.0977518624331884	0.0228984028557876	0.0483114231037848	0.883146895371822	0.952716160279754	1.9531060555579
ENSG00000008083	JARID2	45.3373137965128	40.2553922204746	46.3789661796334	19.331104265361	20.4553763824771	22.8205023333608
ENSG00000008086	CDKL5	4.49658567192667	3.89272848548389	3.64751244433575	6.41099227751397	8.21017161652846	6.91296748611942
ENSG00000008118	CAMK1G	0	0	0	2.09338523347395	0.504379143677517	2.05590111111358
ENSG00000008128	CDK11A	44.027438839908	46.5524530058162	39.0114741563062	110.229816200113	107.572862920999	84.6260294862128
ENSG00000008130	NADK	72.2777270830995	89.3953647489948	71.4525947704977	57.4045481991685	57.5552645063122	65.1463664584116
ENSG00000008226	DLEC1	1.8181846412573	1.37390417134726	0.628048500349203	1.37378405946728	1.59720062164547	2.3385875138917
ENSG00000008256	CYTH3	19.2962176443114	17.2195989475523	18.5998978949572	42.4564692663935	55.1454530420752	36.0810645000434
ENSG00000008277	ADAM22	1.99413799363704	3.1370811912429	4.22724952158117	3.92509731276366	2.12960082886063	1.02795055555679
ENSG00000008282	SYPL1	92.375509999363	90.3570976689379	95.6566177454939	69.4415132916437	63.0193718961519	59.4412408750714
ENSG00000008283	CYB561	11.4565182771697	12.3193407364137	9.5415060629975	89.8520193180147	71.0333960679169	65.6860405000789
ENSG00000008294	SPAG9	119.19862105103	84.4493097321447	99.5215315937967	954.649084752667	755.952252118447	1007.7513271401
ENSG00000008300	CELSR3	17.106575925808	4.71707098829225	3.91322527140657	53.0215228665824	32.6445390213504	65.7374380278568
ENSG00000008311	AASS	5.76735988355811	4.51098536259016	4.92776515658605	12.6584388336628	9.27497203095878	7.45264152778673
ENSG00000008324	SS18L2	13.4506562708067	17.792059018947	16.3051052975274	37.9753165009884	33.3450656097914	21.8696480694707
ENSG00000008382	MPND	14.9951356972511	14.7923682448388	15.1697868545884	11.840710226837	11.7688466858087	9.27725376390004
ENSG00000008394	MGST1	50.1662558007123	67.3671012017271	51.6690670094979	34.7371112179584	40.4624157483519	41.1951185139384
ENSG00000008405	CRY1	10.3225966729447	11.9758646935769	10.2420216980024	20.8357249019204	18.1856702359282	23.5657664861394
ENSG00000008441	NFIX	20.2932866411299	22.8068092443645	21.4019604349767	10.9902724757382	8.43434012482958	6.83587119445266
ENSG00000008513	ST3GAL1	49.7752483509795	47.1249130772109	45.6059834099729	32.0549613875699	37.3520776956739	64.0927171389659
ENSG00000008516	MMP25	2.36559507088316	2.42723070271349	1.57012125087301	2.02796694492789	2.69002209961342	4.00900716667148
ENSG00000008517	IL32	0.117302234919826	0.206085625702088	0.0483114231037848	42.3910509778475	38.8091729996311	30.6586253194813
ENSG00000008710	PKD1	257.732560491344	160.63229603335	165.828959803741	77.0300347629867	85.7164333616402	73.2414770834213
ENSG00000008735	MAPK8IP2	1.27077421163145	1.07622493422202	0.531425654141633	0.621473741187579	1.62522168518311	1.05364931944571
ENSG00000008838	MED24	90.8896816903786	101.32543263686	87.8784786257846	72.9086825845849	54.6690949619353	72.1107314723089
ENSG00000008853	RHOBTB2	41.0753325944258	48.727801277116	47.0311703915345	7.26143002861276	9.19090884034586	7.78672545834269
ENSG00000008869	HEATR5B	46.1584294409516	32.4241384437952	42.3208066389155	26.6252434382468	31.2995279715437	50.0354932917268
ENSG00000008952	SEC62	52.4536493816489	66.8633363388998	77.2982769660557	180.325512377217	168.882949941355	157.764711514078
ENSG00000008988	RPS20	778.124375340666	737.099587927803	761.508806673408	639.72544369193	649.163978976502	627.152633945198
ENSG00000009307	CSDE1	670.929682996432	641.407162393466	769.262790081566	942.088773351823	950.110201370753	823.696780167656
ENSG00000009335	UBE3C	96.4810882215569	104.691497856661	104.28020676952	127.075025500723	133.632452011004	120.6042989307
ENSG00000009413	REV3L	66.7254212968944	66.405368281784	60.4859017259386	172.965954915785	166.977517620796	156.274183208521
ENSG00000009694	TENM1	0.410557822219391	0.206085625702088	0.265712827070816	0.457928019822426	0.168126381225839	0.179891347222438
ENSG00000009765	IYD	1.07527048676507	1.94636424274195	1.01453988517948	1.43920234801334	1.48511636749491	0.925155500001112
ENSG00000009780	FAM76A	4.10557822219391	4.94605501685012	4.73451946417091	3.10736870593789	2.38179040069938	5.21684906945071
ENSG00000009790	TRAF3IP3	22.0332697924407	14.6778762305599	20.7256005115237	2.64944068611547	2.63397997253814	4.13750098611608
ENSG00000009830	POMT2	11.0459604549503	10.0523988536908	11.9570772181867	12.6584388336628	18.0735859817777	12.2326116111258
ENSG00000009844	VTA1	63.9688187762785	77.1676176240042	81.501370776085	68.1658566649955	63.8880248658188	59.1328557084044
ENSG00000009950	MLXIPL	10.146643320565	5.81619432537005	6.13555073418067	4.48115276540517	2.94221167145218	3.36653806944849
ENSG00000009954	BAZ1B	113.704966382285	138.764321306073	150.635017237601	161.68130014159	150.445090133588	156.29988197241
ENSG00000010017	RANBP9	50.1076046832524	42.2475532689281	49.3742744120681	86.5811048907116	80.8407683060909	69.2581686806388
ENSG00000010030	ETV7	1.36852607406464	0.412171251404177	0.652204211901095	2.42047667620425	1.76532700287131	3.54642941667093
ENSG00000010072	SPRTN	13.2356021734537	18.3416206874859	15.5562782394187	26.886916592431	26.3678207889191	29.0396031944793
ENSG00000010165	EEF1AKNMT	43.0890209605494	60.1312058992982	54.3745067033098	28.0317366419871	29.1419060791454	27.5747736528109
ENSG00000010219	DYRK4	1.93548687617713	2.24404347986719	1.61843267397679	0.654182885460609	0.700526588440995	0.513975277778395
ENSG00000010244	ZNF207	267.23404151985	280.184857343417	293.685141047908	746.58621803192	720.309459298569	524.665963556186
ENSG00000010256	UQCRC1	103.695175669126	136.543176229061	131.334603707639	134.696256116339	125.618427839239	130.164239097379
ENSG00000010270	STARD3NL	32.9228272674978	32.4699352495068	36.7649929819802	82.2962069909446	69.5763007639597	59.3641445834047
ENSG00000010278	CD9	2.48289730580298	0.938834517087292	0.531425654141633	4.31760704404002	2.52189571838758	7.29844894445321
ENSG00000010292	NCAPD2	120.567147125095	136.22259858908	179.21122400349	22.1113815285686	23.8739461340691	33.4340918194846
ENSG00000010295	IFFO1	40.5670229097732	42.911606951746	34.5909789423099	4.97178992950063	4.59545442017293	6.21910086111858
ENSG00000010310	GIPR	22.7566335744463	18.8453855503132	13.0923956611257	4.15406132267487	3.75482251404374	4.49728368056096
ENSG00000010318	PHF7	12.5122383914481	10.4187732993834	13.6721327383711	1.73358464647061	2.26970614654882	2.36428627778062
ENSG00000010319	SEMA3G	5.00489535657924	7.96864419381409	6.47373069590716	4.21947961122093	4.37128591187181	3.21234548611497
ENSG00000010322	NISCH	111.143867586535	104.577005842382	100.560227190528	73.07222830595	68.1192054600024	62.3452011945194
ENSG00000010361	FUZ	1.93548687617713	1.41970097705883	2.2223254627741	1.43920234801334	1.51313743103255	1.59332336111303
ENSG00000010404	IDS	35.7576312780603	33.3629729608825	33.9146190188569	49.0637164095457	56.0421270752796	91.5132982084433
ENSG00000010539	ZNF200	24.3597641183505	24.5699862642601	24.5180472251708	23.4524564437628	22.3327876394989	26.3669317500317
ENSG00000010610	CD4	235.210531386738	222.526678952544	226.580574356751	153.504014073332	146.914436127846	148.358963930734
