logFC	logCPM	PValue
ENSG00000004809	-2.31219359607888	4.74716077953344	9.94540651273453e-32
ENSG00000004838	-2.20361753307089	0.144026025399962	2.58433567640471e-06
ENSG00000004846	-0.38153871291919	-0.984047509829482	0.457404258265153
ENSG00000004848	-3.36205223293818	0.371036427678605	8.92921170708203e-09
ENSG00000004864	1.05381883045803	4.79393912499348	1.69327651202741e-07
ENSG00000004866	0.164994214007272	4.31438163081384	0.391530061651893
ENSG00000004897	0.437149877856359	6.9044324301731	0.00417627181109882
ENSG00000004939	0.262541299578293	0.246072690315218	0.480286677760235
ENSG00000004961	1.2485639468112	4.96058756537297	2.21988698193841e-10
ENSG00000004975	-1.84248731893602	4.12967725917757	1.1122180053984e-16
ENSG00000005007	0.69082116230712	7.50909993266824	1.3540604441018e-05
ENSG00000005020	-0.0780567806756548	5.96427605449349	0.710818575083128
ENSG00000005022	-1.32536312143225	7.81141834816565	3.13908166392266e-18
ENSG00000005059	-1.66015753111867	-0.572141475710878	0.000476166944071995
ENSG00000005073	-0.367807235163923	4.3693344088096	0.0814159431552672
ENSG00000005075	-0.244953316707216	5.11829063844791	0.179467799693262
ENSG00000005100	-0.352638590079308	4.3299944982638	0.0964408818039395
ENSG00000005108	-1.65039650580049	6.1770706847311	6.99150112937165e-22
ENSG00000005156	-0.307715738035794	5.25336136259213	0.105438114923587
ENSG00000005175	0.397151620389978	6.18225499118568	0.034622597612468
ENSG00000005187	-0.0488552378371606	0.59543566043787	0.911054931422504
ENSG00000005189	-0.133514980539694	4.94565292841281	0.443969630821805
ENSG00000005194	0.127272622509624	5.56430963526313	0.501073990624098
ENSG00000005206	-1.22658854623368	6.47982333570053	5.32451651022316e-17
ENSG00000005238	-0.711915658438743	4.00439832130392	0.0278957490178841
ENSG00000005243	-1.37227068879175	2.251364941949	6.96328730198218e-05
ENSG00000005249	-1.73841112943037	3.72431158570149	4.06214595511804e-10
ENSG00000005302	0.107206219048746	4.40820348749568	0.622357806542603
ENSG00000005339	2.94086382144872	8.086841896	3.31946290796079e-42
ENSG00000005379	-0.746094107261796	4.32519714658944	0.0194181305588856
ENSG00000005381	-3.48399871661981	1.57164841569565	7.92091244590821e-11
ENSG00000005436	0.115031132009678	4.39916666334089	0.595544554861863
ENSG00000005448	-1.03651413181326	2.9818513866889	4.10699326974908e-05
ENSG00000005469	-2.59615094722815	1.44072354932861	2.37659067232868e-11
ENSG00000005471	3.95847520506193	5.22644579842748	2.43773733569759e-13
ENSG00000005483	2.41480579256291	7.82643418223127	3.64745233229787e-48
ENSG00000005486	0.907607735730909	5.23987812765687	1.19196186787497e-05
ENSG00000005801	0.536431409174695	5.68730715426706	0.000704975645115796
ENSG00000005810	0.797974056899941	7.50116040738025	1.56146156523177e-07
ENSG00000005812	1.63501420463709	6.4116199349259	1.10758569521798e-24
ENSG00000005844	-1.92697521810451	5.65050039073822	2.06294550931534e-16
ENSG00000005882	-2.31897108885806	3.63218071570982	3.28366562354456e-15
ENSG00000005884	-0.215430390093876	2.12358082465226	0.624937079880096
ENSG00000005889	1.87121161217906	6.26092960278367	2.084566255941e-22
ENSG00000005893	0.201849274376391	7.62506370407804	0.179704187290307
ENSG00000005961	-1.1619436220734	1.27988553220006	0.025946543770737
ENSG00000006007	-1.16824158524267	5.35966548791862	1.50695998551079e-07
ENSG00000006015	-0.886511987527305	4.05623533660976	5.28973955486747e-05
ENSG00000006025	-1.82771292180603	4.33099964576996	1.27767443062565e-06
ENSG00000006042	0.80534160901722	-0.206684926436698	0.1790965982195
ENSG00000006047	-1.66633188156271	-1.39430033475407	0.0777267972907828
ENSG00000006062	2.97137108301054	4.78968008521002	3.13494615513062e-30
ENSG00000006118	2.14797288410191	0.778271806195453	1.49336948130563e-05
ENSG00000006125	-0.410720814035633	6.99274322695329	0.00656715197010908
ENSG00000006194	0.368100174240446	5.98036070039292	0.0118525800858455
ENSG00000006210	0.153281980314752	-0.415926883997761	0.720738423201862
ENSG00000006282	-1.20243613584976	5.39716903948097	2.02046536187856e-10
ENSG00000006283	2.71710469605823	-0.221114571643535	0.000100460447493931
ENSG00000006327	2.97001233244566	2.55811948357847	4.19219209615737e-16
ENSG00000006432	0.15741110689783	0.74673120010315	0.683746571997697
ENSG00000006451	1.20126298859047	5.42685216249039	5.18890929205807e-14
ENSG00000006453	4.2047640222744	5.25535193260438	1.57651793376781e-80
ENSG00000006459	3.11511669717648	3.68319310232239	6.24311203135717e-11
ENSG00000006468	-2.32986470408441	0.234654460817664	5.602008407513e-06
ENSG00000006530	0.670557505259625	4.47811798052259	0.00683283655710976
ENSG00000006534	-2.75592207591423	5.15693493201736	4.66302023897501e-55
ENSG00000006555	0.619175856762082	-0.838549246552953	0.165730802300831
ENSG00000006576	-0.434156970874218	4.00600517040152	0.0637225152562304
ENSG00000006607	-0.0081511213589294	5.15010609891436	0.970248124639449
ENSG00000006611	-2.06872161339843	1.36643659570088	1.91343920678188e-06
ENSG00000006625	-1.34097092324716	5.0758010094627	7.23503832647694e-12
ENSG00000006634	0.134116233312561	4.91485267706398	0.505057241906739
ENSG00000006638	-1.36447864273446	2.11036171031372	0.000547172783151239
ENSG00000006652	2.59990165407786	6.8508937850953	2.25338239341587e-42
ENSG00000006695	0.747206931711031	3.6133511316245	0.00317875809094628
ENSG00000006704	-0.454916646695994	3.4549993937666	0.146560184434423
ENSG00000006712	0.16678662217964	5.75163320349863	0.370776196161115
ENSG00000006715	0.317606267448537	5.4543555310933	0.157552149574373
ENSG00000006740	1.36785735590148	2.18887141052738	8.27679076070072e-06
ENSG00000006744	-0.947986638111429	4.69802225609991	2.05325148978792e-07
ENSG00000006747	-1.42963754777794	2.51913876281469	3.48065497087269e-07
ENSG00000006756	-0.264375326889549	5.40994814140812	0.115257004823485
ENSG00000006757	-0.0824080001193272	2.48155415846186	0.775771593191708
ENSG00000006831	0.490009066870913	6.71605363948211	0.00151117119786702
ENSG00000006837	0.476789356725137	1.68331119046609	0.179938699942267
ENSG00000007047	1.45618883321546	5.67960673174226	6.20066416894685e-17
ENSG00000007080	-0.286293757513807	4.61967529309	0.208068477177244
ENSG00000007129	-1.28159217007346	1.53617029618011	0.00290515131583667
ENSG00000007168	1.82309296465788	6.60161395587085	1.7803691529278e-26
ENSG00000007174	0.313780302565881	-1.5130817493284	0.711539578426063
ENSG00000007202	-1.53852505350404	7.45517793092988	3.44485732093758e-25
ENSG00000007237	1.33656765316007	6.14291164114294	9.98656217875866e-05
ENSG00000007255	-0.436372663404179	4.17306136562878	0.0494187827091616
ENSG00000007264	-1.55576942561971	2.40970623658696	3.07635972786936e-06
ENSG00000007312	-2.19524167960435	0.910112917858655	2.23303374473347e-07
ENSG00000007314	-4.10820018029637	0.267915760812442	3.53041304076772e-06
ENSG00000007341	0.875829166598671	4.99367363620619	2.36556707338598e-07
ENSG00000007350	0.0961333022827914	6.14002175181112	0.640807937765267
ENSG00000007376	-2.34175184214189	4.40825119643756	3.12577498215042e-18
ENSG00000007384	2.52513853759914	5.08501485280411	2.77734226450567e-21
ENSG00000007392	0.561591058833526	5.2245936065573	0.00344824362248027
ENSG00000007402	2.10806111101253	-1.00822473110496	0.00038423393844808
ENSG00000007516	-0.177998968643932	0.916575882535392	0.783317413844597
ENSG00000007520	-1.45126495794101	3.73560469467567	1.68067882085023e-09
ENSG00000007541	-0.832412978316396	5.23960725343351	7.50964628559022e-08
ENSG00000007545	1.57911624211633	6.9891962434577	1.15887055661645e-21
ENSG00000007866	0.119478197405534	1.845505789389	0.775897203607558
ENSG00000007908	9.09278874748044	-0.255716962732192	1.46921236566333e-09
ENSG00000007923	0.257928475764271	6.31888565220271	0.229630177556813
ENSG00000007944	-0.070510408809887	4.13104901658365	0.730365435120205
ENSG00000008018	-0.18885828143239	7.41165691812969	0.202666218283419
ENSG00000008056	4.37994061943833	-0.540922541287486	1.07568280001713e-10
ENSG00000008083	-1.07511978173554	5.02239793724309	2.57109324243913e-10
ENSG00000008086	0.838053133375072	2.49374744816559	0.00233173552439098
ENSG00000008118	8.96565191048075	-0.345686004633368	1.69109505498912e-12
ENSG00000008128	1.22228216038553	6.1704744211014	1.53720833532924e-12
ENSG00000008130	-0.372034481106894	6.10705029384207	0.0234928755981067
ENSG00000008226	0.472253970322207	0.653174696826266	0.336544611570249
ENSG00000008256	1.27792126270801	4.97691859581124	5.45578812971022e-10
ENSG00000008277	-0.404701444938665	1.47656283670018	0.449050280672248
ENSG00000008282	-0.536962165473456	6.29352737353903	0.000285953820302877
ENSG00000008283	2.76454004776512	5.43685403336179	4.26554444749155e-42
ENSG00000008294	3.16438146588514	8.97611005174911	3.06364182531886e-54
ENSG00000008300	2.55494793737354	4.88453919216457	4.60905853717374e-06
ENSG00000008311	0.9477844723528	2.89895233966259	0.00146603462749868
ENSG00000008324	0.970418514182103	4.55338378158783	0.000100244185300061
ENSG00000008382	-0.451848238764171	3.7038208326737	0.0392711988618418
ENSG00000008394	-0.539267166830072	5.57471429209967	0.00312517466543446
ENSG00000008405	0.943783515630952	3.98984400271168	9.31204089181747e-06
ENSG00000008441	-1.29825813977413	3.92567708195745	8.84142333218149e-08
ENSG00000008513	-0.0936993723983301	5.52542914201966	0.716641819731309
ENSG00000008516	0.457184437516591	1.35890304762824	0.253086132667076
ENSG00000008517	8.18876605168678	4.22446456331933	4.49441176153061e-107
ENSG00000008710	-1.30781026358092	7.09567031430733	1.07412542604329e-09
ENSG00000008735	0.196715368434678	0.116003405466611	0.715069248053156
ENSG00000008838	-0.488219871227575	6.32232923155307	0.0046139828294243
ENSG00000008853	-2.49555140900843	4.75130004045719	6.01034106612485e-38
ENSG00000008869	-0.162871866216185	5.25564426323498	0.535652228300368
ENSG00000008952	1.36671602877818	6.87388668308528	7.82236880425906e-14
ENSG00000008988	-0.248841223053066	9.44884000773586	0.0682796576211205
ENSG00000009307	0.383731549802639	9.64317567014234	0.0123245737680853
ENSG00000009335	0.320049010822365	6.83924510377697	0.0248478983836622
ENSG00000009413	1.35756429218799	6.84544034016547	1.51629496884406e-20
ENSG00000009694	-0.166289263923184	-1.59707727610654	0.883824782661341
ENSG00000009765	-0.0704490101625423	0.445437946352384	0.899166842226932
ENSG00000009780	-0.361776198868274	2.04985332659352	0.326556960347484
ENSG00000009790	-2.60362349941931	3.48990464649933	2.80121912697918e-17
ENSG00000009830	0.378419256440819	3.66822644752093	0.127401054172061
ENSG00000009844	-0.219700848880188	6.10897732200889	0.178841731832985
ENSG00000009950	-1.03678903042336	2.47305106080277	0.00280155495482812
ENSG00000009954	0.216766520170288	7.18287349611443	0.175931942689033
ENSG00000010017	0.739453960060265	5.97960009309985	8.32708002368573e-06
ENSG00000010030	1.65827003203384	0.788691185305312	0.00199120291729175
ENSG00000010072	0.804617686878835	4.43333310151152	5.5528980838507e-05
ENSG00000010165	-0.894642713670422	5.33823710612486	7.19450242372301e-07
ENSG00000010219	-1.63326120009011	0.431184387128695	2.82056269920065e-05
ENSG00000010244	1.24351640472242	8.88304869644212	2.81694051308361e-12
ENSG00000010256	0.071694110254019	6.98930609898563	0.657629877978924
ENSG00000010270	1.04777290104395	5.70756830312622	4.47230863810949e-09
ENSG00000010278	1.83178682838083	1.6077384707288	0.00392832282721669
ENSG00000010292	-2.45584623238779	6.426086919888	5.44463153857928e-26
ENSG00000010295	-2.90040518931438	4.48564312963303	1.01058081331794e-39
ENSG00000010310	-2.13972142514639	3.49480339687043	1.2048670341028e-13
ENSG00000010318	-2.51733568536007	2.85787047104392	3.67173800447072e-18
ENSG00000010319	-0.720429214566392	2.39692114683365	0.0209524195408033
ENSG00000010322	-0.636206589442478	6.43792536679477	2.08437504609068e-05
ENSG00000010361	-0.293099137748715	0.800575771383006	0.418672809179206
ENSG00000010404	0.932523015227299	5.64335350609339	0.000122810761747683
ENSG00000010539	-0.0253407460066889	4.60393874182652	0.88508774169282
ENSG00000010610	-0.608707722309769	7.56156139483926	8.73030219830094e-06
ENSG00000010626	0.252149392343108	1.09411757411267	0.533106835349956
ENSG00000010671	-1.60177130628174	6.28133640851356	1.54219271355776e-22
ENSG00000010704	0.324388119274116	1.23683871647723	0.394508617889021
ENSG00000010803	-0.332552991219731	7.74180005359651	0.0275969265345669
ENSG00000010810	0.76443499763717	5.32355534812242	0.0048745985180782
ENSG00000010818	6.42629577581431	8.9941621190448	1.00440695574711e-46
ENSG00000011007	2.71047678961123	7.28207806685449	9.67024914289633e-41
ENSG00000011009	-0.0440599130707949	5.67171523543715	0.807714463216273
ENSG00000011021	1.02798782263063	5.60495876111279	2.06525358649889e-09
ENSG00000011028	-0.43483671427449	8.31374218427896	0.00544187688515323
ENSG00000011052	-1.45481112017911	3.86075723948141	3.40918792638666e-06
ENSG00000011105	-0.511271591076128	-0.399430429147954	0.328514810554975
ENSG00000011132	1.35740832653736	4.6572905357169	1.71532065983457e-12
ENSG00000011143	-1.5332026912905	3.13806141994701	6.075977559948e-08
ENSG00000011198	1.17173975857774	3.49855443912966	5.07284995326833e-06
ENSG00000011201	1.97879416696187	5.24796185373486	5.59313375366623e-29
ENSG00000011243	1.46541123638805	6.9877119877477	7.19665862375677e-23
ENSG00000011258	-0.726826297558649	4.94507262310243	0.000531375683786418
ENSG00000011260	-1.17458181265168	5.1346834369854	1.73940939388006e-13
ENSG00000011275	0.789321848893056	6.73902105448246	1.59874052892922e-05
ENSG00000011295	0.776311574458243	4.5117522681837	2.46262772932557e-05
ENSG00000011304	0.0788511458984509	8.59790827122585	0.666215388542841
ENSG00000011332	-0.0340371084324281	-0.234899661667028	0.945684254380718
ENSG00000011376	0.441069235071154	5.36040965341002	0.0606037587325173
ENSG00000011405	0.498142113023362	5.54111660986491	0.0217722028472311
ENSG00000011422	1.72150971650602	5.90997757103433	3.18207172605991e-09
ENSG00000011426	-0.467129969879124	6.60790045652063	0.01867901399233
ENSG00000011451	0.353646432022899	6.20665080577375	0.0224054868490841
ENSG00000011454	0.92260764662002	4.89835205141651	2.35141272642867e-06
ENSG00000011465	1.51545802919458	-0.037490373375047	0.00763297306489956
ENSG00000011478	-0.901633551637744	3.67323715524442	0.00284065771618091
ENSG00000011485	-1.20617803449622	6.00072197968606	7.8423959982661e-14
ENSG00000011523	-1.66263154922919	3.09202028800784	3.71567127615841e-11
ENSG00000011566	1.59530699762545	4.72159203924711	2.40613673538193e-15
ENSG00000011600	-0.236540668821455	6.24182396226475	0.153580950318231
ENSG00000011638	-1.09192008695163	2.48894403661689	0.000106973778338829
ENSG00000012048	-1.62859276896169	6.28541252058697	4.32193747068224e-17
ENSG00000012061	-0.835133328866981	5.62287396120835	7.13723435581842e-07
ENSG00000012124	0.0483921623632502	-0.220405283218359	0.914353337526288
ENSG00000012171	1.97901602558628	1.9462131635336	7.35642777577028e-08
ENSG00000012174	0.449851850583579	4.32765272880546	0.016838161738767
ENSG00000012211	-0.037311330490002	3.53393339213265	0.871260779951096
ENSG00000012232	0.510666622881036	5.24488193313691	0.00171753688483078
ENSG00000012660	2.28535466866717	8.65898375169935	2.57038959826944e-48
ENSG00000012779	-1.29695221343118	2.70459336930561	0.0273767615436382
ENSG00000012817	0.247117407739827	7.31732773760415	0.26822560300413
ENSG00000012822	-0.29882571225655	4.42037315286336	0.376033708405969
ENSG00000012983	0.484998035245591	4.99942404407991	0.00403623714329511
ENSG00000013288	-0.776775773068359	5.97694999892409	8.35018636045943e-07
ENSG00000013293	0.305570079599941	0.940144551550593	0.492748083579759
ENSG00000013297	0.317399769404477	0.345148950489398	0.373817693273181
ENSG00000013306	-1.23755242126377	6.40025414611873	4.49742052885495e-12
ENSG00000013364	-0.850734621159729	5.83305616212951	6.22453789122628e-07
ENSG00000013374	3.33979778879802	8.00600261738055	2.92909397756277e-23
ENSG00000013375	0.317448246369926	4.67302105725938	0.335617540043234
ENSG00000013392	-1.45448353283056	1.78908056622239	8.77398337063222e-06
ENSG00000013441	2.84667942003703	7.89885023580894	4.73168831728248e-56
ENSG00000013503	-3.03476286709917	2.45685884245921	1.60246962672333e-11
ENSG00000013523	-0.0402016753862429	4.30542429539542	0.854079789443835
ENSG00000013561	-0.303071101807239	5.24028731705676	0.0481034918545672
ENSG00000013563	-1.35575643591094	4.10737288144109	3.09897312717813e-10
ENSG00000013573	-2.19964977980743	6.74738858166708	3.50922297457138e-31
ENSG00000013583	-1.91215877715471	2.81025666856327	8.62076228292741e-12
ENSG00000013588	0.342251313539879	0.143257149699904	0.402627935943222
ENSG00000013619	7.31036076465594	4.15222732029495	1.67819345939103e-26
ENSG00000013725	-0.425014611157006	0.335832655229147	0.304277937218597
ENSG00000013810	-3.11620639491518	7.09892694789395	5.00183676003256e-29
ENSG00000014123	-0.0160994087482821	5.22284068130557	0.937819663419055
ENSG00000014138	-1.57576488962059	5.11762435489696	5.2439972444063e-09
ENSG00000014164	-0.0495638008960583	4.95194357247536	0.778142207261439
ENSG00000014216	-1.65033943437889	6.55438661625775	5.05171536145194e-22
ENSG00000014257	-1.98869601731603	3.77846636284987	6.48148322683714e-16
ENSG00000014641	-0.732938312555546	7.61066870499631	1.10801667670046e-07
ENSG00000014824	0.266184197761449	6.34115102714701	0.115453021048576
ENSG00000014914	1.94877472339718	6.15397479880893	6.28646684471129e-22
ENSG00000014919	-0.685999349819495	5.01738919230257	2.38480853801033e-05
ENSG00000015133	-0.576481316975196	4.2072798732172	0.00848022003953241
ENSG00000015153	2.45304510674764	4.87121267639671	1.13998606363747e-21
ENSG00000015171	-0.023960252037377	5.54559433344969	0.880873919726755
ENSG00000015285	-0.895699137742706	6.29048178858983	6.16277870640611e-10
ENSG00000015413	-1.75173130825017	-0.23652505967729	0.00135877905231225
ENSG00000015475	2.05310167940884	7.18402899435379	2.77026920210688e-22
ENSG00000015479	0.749125316234703	8.5251853302323	2.54635506305851e-06
ENSG00000015520	-0.0493267751526347	-1.82012304301154	0.999999999999995
ENSG00000015532	-2.05549179128928	4.11422855498349	8.48932578312445e-23
ENSG00000015568	2.85404306760869	5.15232792620668	3.92024239308637e-16
ENSG00000015676	-1.02708444367068	5.29720018202445	2.09136957688461e-06
ENSG00000016082	-2.85864594413211	-1.107991048371	0.000102539179865387
ENSG00000016391	-1.67175414977267	0.828830013632612	4.33741003638667e-06
ENSG00000016864	-2.10110246223937	3.88037500774024	2.18389977092583e-18
ENSG00000017260	3.02183486239955	8.07879275016662	2.52721693134537e-86
ENSG00000017427	1.25393103211906	-0.549593521898738	0.00849795527547441
ENSG00000017483	-1.36763906287352	4.56362392726055	4.76065614794429e-10
ENSG00000017797	-0.00484804891888519	6.49787367815723	0.977203376737353
ENSG00000018189	0.577720871932637	2.64957934739208	0.0307284633739291
ENSG00000018236	-0.27515464151757	0.135831765548544	0.616989695248503
ENSG00000018280	-0.918510775622337	3.0432740546531	0.0151739590093172
ENSG00000018408	-0.418696795187245	1.02154687864069	0.427897795686609
ENSG00000018510	0.11017000239999	5.89645946495713	0.554080461331665
ENSG00000018610	0.859538552823555	4.91644533616256	3.12779107195919e-06
ENSG00000018625	-0.0542940661847697	-0.50184739587643	0.970351072832782
ENSG00000018699	1.37541601956787	5.02923920076258	1.93224923477869e-07
ENSG00000018869	-0.709039091520286	0.581867292281712	0.156872023135937
ENSG00000019144	3.09471613362686	7.08704668324255	1.37944315620927e-20
ENSG00000019169	-1.54815387851155	0.203629055566904	0.00525401016162353
ENSG00000019485	0.670513572007005	1.95785928261983	0.0347137668477415
ENSG00000019582	0.159703237882294	7.31201617811162	0.314962529341638
ENSG00000019991	-2.0280964926297	0.819862210654871	1.45054226960864e-05
ENSG00000019995	1.90154244508904	5.92488730714616	7.56644408850564e-20
ENSG00000020129	-0.712898393130706	4.51136618164545	0.00585650965417998
ENSG00000020181	-1.50703766913627	6.95712939040567	1.84668735731298e-25
ENSG00000020256	-2.34377915923376	3.35805335269905	1.41239738773139e-21
ENSG00000020426	0.3475015351071	4.22399963002341	0.087285769243896
ENSG00000020577	3.89645520205008	2.56936464199118	1.95728972551099e-18
ENSG00000020633	0.423843546915281	5.63159475497956	0.156539186035836
ENSG00000020922	-0.945248809027129	5.25380092352148	1.83737079655498e-07
ENSG00000021300	-0.741852534381091	-1.29257129165536	0.275063938922881
ENSG00000021355	1.03957130182304	5.45025335330387	0.00105704062893393
ENSG00000021461	0.184251350709626	-1.31913227585101	0.754887108342407
ENSG00000021488	0.0314874829117213	-0.89753388610151	0.954416659511236
ENSG00000021574	-0.0133549273026613	4.42717750985057	0.953797311826437
ENSG00000021645	0.426117784990744	-0.247205298558792	0.299061584951808
ENSG00000021762	-3.22182068357235	6.19093498323373	4.07709492180084e-50
ENSG00000021776	0.671901043420729	6.61877333380659	2.1568310051782e-05
ENSG00000021826	-0.603896197442974	0.565120615481393	0.250849060601688
ENSG00000022267	-0.523815078215785	2.96231101319682	0.0625781573219175
ENSG00000022277	0.175207352730403	6.52503890067887	0.264262679180124
ENSG00000022556	-0.456318538737751	-0.0864551258117992	0.478645543541449
ENSG00000022567	-0.665897729053248	4.18155238308572	0.00538149693375988
ENSG00000022840	1.54107835902048	7.63858971766157	2.46799414258627e-16
ENSG00000022976	0.0167788605749838	4.63161552059275	0.929836704047637
ENSG00000023041	0.101702274326069	5.94487381287594	0.57171597200417
ENSG00000023171	-1.94127139562507	4.67397183196201	4.42852817529827e-27
ENSG00000023287	2.46285212568459	7.34422248930955	9.44093074773042e-44
ENSG00000023318	0.91639390141986	6.97322772161833	2.86084366347859e-09
ENSG00000023330	1.59845936339482	7.38791104760906	1.12302881061754e-12
ENSG00000023445	5.92121356186562	5.87877854526678	1.58463404977903e-99
ENSG00000023516	-0.895685955797791	5.27003271605984	5.6530087426984e-06
ENSG00000023572	-0.610177615076758	2.66809322187435	0.02963775818939
ENSG00000023608	3.47162807084177	6.07944287684265	5.86418372266732e-71
ENSG00000023697	-1.41651413391522	3.11133953867749	1.07865346472996e-07
ENSG00000023734	0.492822200882191	5.94514479425998	0.00874950191831248
ENSG00000023839	0.801867945326399	0.896698655497888	0.0226629914036357
ENSG00000023892	-2.31090214057784	6.42161045860151	5.33770969246732e-41
ENSG00000023902	2.14512683692575	4.73163061287868	8.20363859783074e-10
ENSG00000023909	0.0188498695561965	5.2798747604418	0.962886072982794
ENSG00000024048	1.5091943752964	6.9736472178249	4.43145112631094e-24
ENSG00000024422	-0.207642240102029	3.79740706838037	0.639453595039278
ENSG00000024526	-0.938388169534325	4.85909744672839	0.000201403366987921
ENSG00000024862	0.494829585664739	4.46756974063699	0.0544564491976518
ENSG00000025039	-0.35379679733815	4.36408284620283	0.163961684179386
ENSG00000025156	0.363784020733817	5.03793687950129	0.0523847129544888
ENSG00000025293	1.00022919719423	6.10242285988762	2.33831265278198e-08
ENSG00000025423	-1.77751946091519	-0.162933254112705	1.03308897183103e-05
ENSG00000025434	-2.86839597003051	3.43106126113877	2.52694134326398e-26
ENSG00000025708	1.40112972848763	6.25307948585858	9.84198597265869e-08
ENSG00000025770	-0.558129896466913	6.23531539583195	0.00014544735319261
ENSG00000025772	1.27410243451428	6.07059565848913	7.56069106127781e-13
ENSG00000025796	0.671873722484944	8.19871337402405	0.000141987883981146
ENSG00000025800	0.857753985912507	6.73127188722885	3.44778090429628e-08
ENSG00000026025	2.14922099233872	8.69438849110296	1.93870021958393e-13
ENSG00000026036	-0.71527510205494	3.83296851387962	0.0275481426349939
ENSG00000026103	1.8085968875325	1.58455248656923	1.33445504732236e-05
ENSG00000026297	-0.639396461733852	6.93229732449081	3.97340313754907e-05
ENSG00000026508	5.05070563055341	10.5051865095553	3.06420171522179e-52
ENSG00000026559	0.946304674752829	3.64444349899022	3.28988229357774e-05
ENSG00000026652	4.65120154547011	6.43013154307287	4.97202613258406e-43
ENSG00000026751	9.00772123775105	7.69553669429983	3.74602838939906e-75
ENSG00000026950	-0.598979676024955	2.84576483177362	0.0425539269887562
ENSG00000027001	-2.07987069292094	1.95155063638037	6.7023832783174e-07
